Id,SponsorName,SponsorTitle,Constituency,Political Affiliation,Code,Title,LatestStageName,ParliamentNumber,SessionNumber,BillType,ReceivedRoyalAssent,Ongoing,ReadingsPassed,BillOrigin,FirstStageDate,LastStageDate,TimeAlive
44-1/S-1,Yuen Pau Woo,Senator,None,,S-1,An Act relating to railways,First reading in the Senate,44,1,Senate Public Bill,False,True,1,IsSenateBill,2021-11-22,2021-11-22,0 days
43-2/S-1,Marc Gold,Senator,None,,S-1,An Act relating to railways,First reading in the Senate,43,2,Senate Public Bill,False,False,1,IsSenateBill,2020-09-22,2020-09-22,0 days
43-1/S-1,Joseph Day,Senator,None,,S-1,An Act relating to railways,First reading in the Senate,43,1,Senate Public Bill,False,False,1,IsSenateBill,2019-12-04,2019-12-04,0 days
42-1/S-1,Yonah Martin,Senator,None,,S-1,An Act relating to railways,First reading in the Senate,42,1,Senate Public Bill,False,False,1,IsSenateBill,2015-12-03,2015-12-03,0 days
41-2/S-1,Claude Carignan,Leader of the Government in the Senate,None,,S-1,An Act relating to railways,First reading in the Senate,41,2,Senate Government Bill,False,False,1,IsSenateBill,2013-10-15,2013-10-15,0 days
41-1/S-1,None,Leader of the Government in the Senate,None,,S-1,An Act relating to railways,First reading in the Senate,41,1,Senate Government Bill,False,False,1,IsSenateBill,2011-06-02,2011-06-02,0 days
40-3/S-1,None,Leader of the Government in the Senate,None,,S-1,An Act relating to railways,First reading in the Senate,40,3,Senate Government Bill,False,False,1,IsSenateBill,2010-03-02,2010-03-02,0 days
40-2/S-1,None,Leader of the Government in the Senate,None,,S-1,An Act relating to railways,First reading in the Senate,40,2,Senate Government Bill,False,False,1,IsSenateBill,2009-01-25,2009-01-25,0 days
40-1/S-1,None,Leader of the Government in the Senate,None,,S-1,An Act relating to railways,First reading in the Senate,40,1,Senate Government Bill,False,False,1,IsSenateBill,2008-11-18,2008-11-18,0 days
39-2/S-1,None,Leader of the Government in the Senate,None,,S-1,An Act relating to railways,First reading in the Senate,39,2,Senate Government Bill,False,False,1,IsSenateBill,2007-10-15,2007-10-15,0 days
39-1/S-1,None,Leader of the Government in the Senate,None,,S-1,An Act relating to Railways,First reading in the Senate,39,1,Senate Government Bill,False,False,1,IsSenateBill,2006-04-03,2006-04-03,0 days
38-1/S-1,William Rompkey,Senator,None,,S-1,An Act relating to railways,First reading in the Senate,38,1,Senate Government Bill,False,False,1,IsSenateBill,2004-10-04,2004-10-04,0 days
37-3/S-1,William Rompkey,Senator,None,,S-1,An Act relating to railways,First reading in the Senate,37,3,Senate Government Bill,False,False,1,IsSenateBill,2004-02-01,2004-02-01,0 days
37-2/S-1,None,Leader of the Government in the Senate,None,,S-1,An Act relating to railways,First reading in the Senate,37,2,Senate Government Bill,False,False,1,IsSenateBill,2002-09-29,2002-09-29,0 days
37-1/S-1,None,Leader of the Government in the Senate,None,,S-1,An Act relating to railways,First reading in the Senate,37,1,Senate Government Bill,False,False,1,IsSenateBill,2001-01-29,2001-01-29,0 days
36-2/S-1,Daniel Hays,Senator,None,,S-1,An Act relating to railways,First reading in the Senate,36,2,Senate Government Bill,False,False,1,IsSenateBill,1999-10-11,1999-10-11,0 days
35-2/S-1,None,Leader of the Government in the Senate,None,,S-1,An Act relating to railways,First reading in the Senate,35,2,Senate Government Bill,False,False,1,IsSenateBill,1996-02-26,1996-02-26,0 days
44-1/S-2,Marc Gold,Senator,None,,S-2,An Act to amend the Parliament of Canada Act and to make consequential and related amendments to other Acts,Third reading in the Senate,44,1,Senate Government Bill,False,True,3,IsSenateBill,2021-11-23,2021-12-07,14 days
43-2/S-2,Marc Gold,Senator,None,,S-2,An Act to amend the Chemical Weapons Convention Implementation Act,First reading in the House of Commons,43,2,Senate Government Bill,False,False,4,IsSenateBill,2020-10-26,2021-02-25,122 days
42-1/S-2,Peter Harder,Senator,None,,S-2,Strengthening Motor Vehicle Safety for Canadians Act,Royal assent,42,1,Senate Government Bill,True,False,6,IsSenateBill,2016-05-10,2018-02-28,659 days
41-2/S-2,Claude Carignan,Leader of the Government in the Senate,None,,S-2,Incorporation by Reference in Regulations Act,Third reading in the House of Commons,41,2,Senate Government Bill,True,False,6,IsSenateBill,2013-10-21,2015-06-18,605 days
41-1/S-2,None,Leader of the Government in the Senate,None,,S-2,Family Homes on Reserves and Matrimonial Interests or Rights Act,Royal assent,41,1,Senate Government Bill,True,False,6,IsSenateBill,2011-09-27,2013-06-18,630 days
40-3/S-2,None,Leader of the Government in the Senate,None,,S-2,Protecting Victims From Sex Offenders Act,Royal assent,40,3,Senate Government Bill,True,False,6,IsSenateBill,2010-03-16,2010-12-14,273 days
40-2/S-2,None,Leader of the Government in the Senate,None,,S-2,An Act to amend the Customs Act,Royal assent,40,2,Senate Government Bill,True,False,6,IsSenateBill,2009-01-28,2009-06-11,134 days
40-1/S-2,None,Leader of the Government in the Senate,None,,S-2,An Act to amend the Customs Act,First reading in the Senate,40,1,Senate Government Bill,False,False,1,IsSenateBill,2008-12-01,2008-12-01,0 days
39-2/S-2,None,Leader of the Government in the Senate,None,,S-2,"An Act to amend the Canada-United States Tax Convention Act, 1984",Royal assent,39,2,Senate Government Bill,True,False,6,IsSenateBill,2007-10-17,2007-12-14,58 days
39-1/S-2,None,Leader of the Government in the Senate,None,,S-2,An Act to amend the Hazardous Materials Information Review Act,Royal assent,39,1,Senate Government Bill,True,False,6,IsSenateBill,2006-04-24,2007-03-29,339 days
38-1/S-2,Noël Kinsella,Senator,None,,S-2,An Act to amend the Citizenship Act,Royal assent,38,1,Senate Public Bill,True,False,6,IsSenateBill,2004-10-05,2005-05-05,212 days
37-3/S-2,Donald Oliver,Senator,None,,S-2,Spam Control Act,Second reading in the Senate,37,3,Senate Public Bill,False,False,2,IsSenateBill,2004-02-02,2004-03-22,49 days
37-2/S-2,None,Leader of the Government in the Senate,None,,S-2,"Tax Conventions Implementation Act, 2002",Royal assent,37,2,Senate Government Bill,True,False,6,IsSenateBill,2002-10-01,2002-12-11,71 days
37-1/S-2,None,Leader of the Government in the Senate,None,,S-2,Marine Liability Act,Royal assent,37,1,Senate Government Bill,True,False,6,IsSenateBill,2001-01-30,2001-05-09,99 days
36-2/S-2,Sharon Carstairs,Senator,None,,S-2,Medical Decisions Facilitation Act,Second reading in the Senate,36,2,Senate Public Bill,False,False,2,IsSenateBill,1999-10-12,2000-02-22,133 days
36-1/S-2,None,Leader of the Government in the Senate,None,,S-2,An Act to amend the Canadian Transportation Accident Investigation and Safety Board Act and to make a consequential amendment to another Act,Royal assent,36,1,Senate Government Bill,True,False,6,IsSenateBill,1997-09-29,1998-06-17,261 days
35-2/S-2,Noël Kinsella,Senator,None,,S-2,An Act to amend the Canadian Human Rights Act (Sexual orientation),Third reading in the Senate,35,2,Senate Public Bill,False,False,3,IsSenateBill,1996-02-27,1996-04-23,56 days
35-1/S-2,None,Leader of the Government in the Senate,None,,S-2,"An Act to implement a Convention between Canada and the Republic of Hungary, an agreement between Canada and the Federal Republic of Nigeria, an agreement between Canada and the Republic of Zimbabwe, a convention between Canada and the Argentine Republic and a protocol between Canada and the Kingdom of the Netherlands for the avoidance of double Taxation and the prevention of fiscal evasion with respect to income taxes and to make related amendments to other Acts",Royal assent,35,1,Senate Government Bill,True,False,6,IsSenateBill,1994-02-07,1994-06-14,127 days
44-1/S-3,Marc Gold,Senator,None,,S-3,An Act to amend the Judges Act,First reading in the Senate,44,1,Senate Government Bill,False,True,1,IsSenateBill,2021-11-30,2021-11-30,0 days
43-2/S-3,Marc Gold,Senator,None,,S-3,An Act to amend the Offshore Health and Safety Act,Royal assent,43,2,Senate Government Bill,True,False,6,IsSenateBill,2020-11-30,2021-06-02,184 days
42-1/S-3,Peter Harder,Senator,None,,S-3,An Act to amend the Indian Act in response to the Superior Court of Quebec decision in Descheneaux c. Canada (Procureur général),Royal assent,42,1,Senate Government Bill,True,False,6,IsSenateBill,2016-10-24,2017-12-11,413 days
41-2/S-3,Claude Carignan,Leader of the Government in the Senate,None,,S-3,Port State Measures Agreement Implementation Act,Royal assent,41,2,Senate Government Bill,True,False,6,IsSenateBill,2013-10-22,2015-06-17,603 days
41-1/S-3,None,Leader of the Government in the Senate,None,,S-3,"Federal Law–Civil Law Harmonization Act, No. 3",Royal assent,41,1,Senate Government Bill,True,False,6,IsSenateBill,2011-09-28,2011-11-28,61 days
40-3/S-3,None,Leader of the Government in the Senate,None,,S-3,"Tax Conventions Implementation Act, 2010",Royal assent,40,3,Senate Government Bill,True,False,6,IsSenateBill,2010-03-22,2010-12-14,267 days
40-2/S-3,None,Leader of the Government in the Senate,None,,S-3,An Act to amend the Energy Efficiency Act,Royal assent,40,2,Senate Government Bill,True,False,6,IsSenateBill,2009-01-28,2009-05-14,106 days
39-2/S-3,None,Leader of the Government in the Senate,None,,S-3,An Act to amend the Criminal Code (investigative hearing and recognizance with conditions),First reading in the House of Commons,39,2,Senate Government Bill,False,False,4,IsSenateBill,2007-10-22,2008-03-07,137 days
39-1/S-3,None,Leader of the Government in the Senate,None,,S-3,"An Act to amend the National Defence Act, the Criminal Code, the Sex Offender Information Registration Act and the Criminal Records Act",Royal assent,39,1,Senate Government Bill,True,False,6,IsSenateBill,2006-04-24,2007-03-29,339 days
38-1/S-3,Jean-Robert Gauthier,Senator,None,,S-3,An Act to amend the Official Languages Act (promotion of English and French),Royal assent,38,1,Senate Public Bill,True,False,6,IsSenateBill,2004-10-05,2005-11-24,415 days
37-3/S-3,Donald Oliver,Senator,None,,S-3,An Act to amend the Constitution Act 1867 and the Parliament of Canada Act (Speakership of the Senate),First reading in the Senate,37,3,Senate Public Bill,False,False,1,IsSenateBill,2004-02-02,2004-02-02,0 days
37-2/S-3,Vivienne Poy,Senator,None,,S-3,An Act to amend the National Anthem Act to include all Canadians,Second reading in the Senate,37,2,Senate Public Bill,False,False,2,IsSenateBill,2002-10-01,2003-06-09,251 days
37-1/S-3,None,Leader of the Government in the Senate,None,,S-3,Motor Vehicle Transport Act,Royal assent,37,1,Senate Government Bill,True,False,6,IsSenateBill,2001-01-30,2001-06-13,134 days
36-2/S-3,None,Leader of the Government in the Senate,None,,S-3,"The Income Tax Conventions Implementation Act, 1999",Royal assent,36,2,Senate Government Bill,True,False,6,IsSenateBill,1999-11-01,2000-06-28,240 days
36-1/S-3,None,Leader of the Government in the Senate,None,,S-3,"An Act to amend the Pension Benefits Standards Act, 1985 and the Office of the Superintendent of Financial Institutions Act",Royal assent,36,1,Senate Government Bill,True,False,6,IsSenateBill,1997-09-29,1998-06-10,254 days
35-2/S-3,Anne Cools,Senator,None,,S-3,An Act to amend the Criminal Code  (plea bargaining),Second reading in the Senate,35,2,Senate Public Bill,False,False,2,IsSenateBill,1996-02-27,1996-05-01,64 days
35-1/S-3,Normand Grimard,Senator,None,,S-3,An Act to authorize General Security Insurance Company of Canada to be continued as a corporation under the laws of the Province of Quebec,Royal assent,35,1,Senate Private Bill,True,False,6,IsSenateBill,1994-02-08,1994-06-22,134 days
44-1/S-4,Marc Gold,Senator,None,,S-4,An Act to amend the Criminal Code and the Identification of Criminals Act and to make related amendments to other Acts (COVID-19 response and other measures),Royal assent,44,1,Senate Government Bill,True,True,6,IsSenateBill,2022-02-07,2022-12-14,310 days
43-2/S-4,Marc Gold,Senator,None,,S-4,An Act to amend the Parliament of Canada Act and to make consequential and related amendments to other Acts,Third reading in the Senate,43,2,Senate Government Bill,False,False,3,IsSenateBill,2021-04-29,2021-06-01,33 days
42-1/S-4,Peter Harder,Senator,None,,S-4,"Tax Convention and Arrangement Implementation Act, 2016",Royal assent,42,1,Senate Government Bill,True,False,6,IsSenateBill,2016-10-31,2016-12-14,44 days
41-2/S-4,Claude Carignan,Leader of the Government in the Senate,None,,S-4,Digital Privacy Act,Third reading in the House of Commons,41,2,Senate Government Bill,True,False,6,IsSenateBill,2014-04-07,2015-06-18,437 days
41-1/S-4,None,Leader of the Government in the Senate,None,,S-4,Safer Railways Act,Royal assent,41,1,Senate Government Bill,True,False,6,IsSenateBill,2011-10-05,2012-05-16,224 days
40-3/S-4,None,Leader of the Government in the Senate,None,,S-4,Family Homes on Reserves and Matrimonial Interests or Rights Act,First reading in the House of Commons,40,3,Senate Government Bill,False,False,4,IsSenateBill,2010-03-30,2010-09-22,176 days
40-2/S-4,None,Leader of the Government in the Senate,None,,S-4,An Act to amend the Criminal Code (identity theft and related misconduct),Royal assent,40,2,Senate Government Bill,True,False,6,IsSenateBill,2009-03-30,2009-10-22,206 days
39-2/S-4,None,Leader of the Government in the Senate,None,,S-4,Energy Efficiency,First reading in the Senate,39,2,Senate Government Bill,False,False,1,IsSenateBill,2008-06-02,2008-06-02,0 days
39-1/S-4,None,Leader of the Government in the Senate,None,,S-4,"An Act to amend the Constitution Act, 1867 (Senate tenure)",Second reading in the Senate,39,1,Senate Government Bill,False,False,2,IsSenateBill,2006-05-29,2007-02-19,266 days
38-1/S-4,Anne Cools,Senator,None,,S-4,Marriage Act,First reading in the Senate,38,1,Senate Public Bill,False,False,1,IsSenateBill,2004-10-05,2004-10-05,0 days
37-3/S-4,Jean-Robert Gauthier,Senator,None,,S-4,An Act to amend the Official Languages Act (promotion of English and French),First reading in the House of Commons,37,3,Senate Public Bill,False,False,4,IsSenateBill,2004-02-02,2004-03-24,51 days
37-2/S-4,Terry Stratton,Senator,None,,S-4,Federal Nominations Act,First reading in the Senate,37,2,Senate Public Bill,False,False,1,IsSenateBill,2002-10-01,2002-10-01,0 days
37-1/S-4,None,Leader of the Government in the Senate,None,,S-4,Federal Law--Civil Law Harmonization Act No. 1,Royal assent,37,1,Senate Government Bill,True,False,6,IsSenateBill,2001-01-30,2001-05-09,99 days
36-2/S-4,Pierre Claude Nolin,Senator,None,,S-4,International Search or Seizure Act,First reading in the Senate,36,2,Senate Public Bill,False,False,1,IsSenateBill,1999-11-01,1999-11-01,0 days
36-1/S-4,None,Leader of the Government in the Senate,None,,S-4,An Act to amend the Canada Shipping Act (maritime liability),Royal assent,36,1,Senate Government Bill,True,False,6,IsSenateBill,1997-10-07,1998-05-11,216 days
35-2/S-4,Anne Cools,Senator,None,,S-4,An Act to amend the Criminal Code  (abuse of process),Second reading in the Senate,35,2,Senate Public Bill,False,False,2,IsSenateBill,1996-02-27,1996-10-27,243 days
35-1/S-4,Jack Marshall,Senator,None,,S-4,An Act to amend the Merchant Navy Veteran and Civilian War-related Benefits Act,First reading in the Senate,35,1,Senate Public Bill,False,False,1,IsSenateBill,1994-02-09,1994-02-09,0 days
44-1/S-5,Marc Gold,Senator,None,,S-5,Strengthening Environmental Protection for a Healthier Canada Act,Second reading in the House of Commons,44,1,Senate Government Bill,False,True,5,IsSenateBill,2022-02-08,2022-11-03,268 days
43-2/S-5,Marc Gold,Senator,None,,S-5,An Act to amend the Judges Act,First reading in the Senate,43,2,Senate Government Bill,False,False,1,IsSenateBill,2021-05-24,2021-05-24,0 days
42-1/S-5,Peter Harder,Senator,None,,S-5,An Act to amend the Tobacco Act and the Non-smokers’ Health Act and to make consequential amendments to other Acts,Royal assent,42,1,Senate Government Bill,True,False,6,IsSenateBill,2016-11-21,2018-05-22,547 days
41-2/S-5,Claude Carignan,Leader of the Government in the Senate,None,,S-5,Nááts’ihch’oh National Park Reserve Act,Royal assent,41,2,Senate Government Bill,True,False,6,IsSenateBill,2014-05-13,2014-12-15,216 days
41-1/S-5,None,Leader of the Government in the Senate,None,,S-5,Financial System Review Act,Royal assent,41,1,Senate Government Bill,True,False,6,IsSenateBill,2011-11-22,2012-03-28,127 days
40-3/S-5,None,Leader of the Government in the Senate,None,,S-5,Ensuring Safe Vehicles Imported from Mexico for Canadians Act,Royal assent,40,3,Senate Government Bill,True,False,6,IsSenateBill,2010-04-13,2011-03-22,343 days
40-2/S-5,None,Leader of the Government in the Senate,None,,S-5,An Act to amend the Criminal Code and another Act,First reading in the Senate,40,2,Senate Government Bill,False,False,1,IsSenateBill,2009-03-31,2009-03-31,0 days
39-1/S-5,None,Leader of the Government in the Senate,None,,S-5,"Tax Conventions Implementation Act, 2006",Royal assent,39,1,Senate Government Bill,True,False,6,IsSenateBill,2006-10-02,2006-12-12,71 days
38-1/S-5,Tommy Banks,Senator,None,,S-5,Statutes Repeal Act,Second reading in the Senate,38,1,Senate Public Bill,False,False,2,IsSenateBill,2004-10-06,2004-10-25,19 days
37-3/S-5,Michael Forrestall,Senator,None,,S-5,Heritage Lighthouse Protection Act,Second reading in the House of Commons,37,3,Senate Public Bill,False,False,5,IsSenateBill,2004-02-02,2004-02-13,11 days
37-2/S-5,Gerald Comeau,Senator,None,,S-5,National Acadian Day Act,Royal assent,37,2,Senate Public Bill,True,False,6,IsSenateBill,2002-10-01,2003-06-19,261 days
37-1/S-5,None,Leader of the Government in the Senate,None,,S-5,An Act to amend the Blue Water Bridge Authority Act,Royal assent,37,1,Senate Government Bill,True,False,6,IsSenateBill,2001-01-30,2001-05-09,99 days
36-2/S-5,Jerahmiel Grafstein,Senator,None,,S-5,An Act to amend the Parliament of Canada Act (Parliamentary Poet Laureate),First reading in the House of Commons,36,2,Senate Public Bill,False,False,4,IsSenateBill,1999-11-01,2000-09-26,330 days
36-1/S-5,None,Leader of the Government in the Senate,None,,S-5,"An Act to amend the Canada Evidence Act and the Criminal Code in respect of persons with disabilities, to amend the Canadian Human Rights Act in respect of persons with disabilities and other matters and to make consequential amendments to other Acts",Royal assent,36,1,Senate Government Bill,True,False,6,IsSenateBill,1997-10-08,1998-05-11,215 days
35-2/S-5,Stanley Haidasz,Senator,None,,S-5,"An Act to restrict the manufacture, sale, importation and labelling of tobacco products",Second reading in the Senate,35,2,Senate Public Bill,False,False,2,IsSenateBill,1996-03-18,1996-03-20,2 days
35-1/S-5,Horace Olson,Senator,None,,S-5,An Act to incorporate the Canadian Association of Lutheran Congregations,Royal assent,35,1,Senate Private Bill,True,False,6,IsSenateBill,1994-03-22,1994-06-14,84 days
44-1/S-6,Marc Gold,Senator,None,,S-6,An Act respecting regulatory modernization,First reading in the House of Commons,44,1,Senate Government Bill,False,True,4,IsSenateBill,2022-03-30,2022-06-22,84 days
42-1/S-6,Peter Harder,Senator,None,,S-6,"Canada–Madagascar Tax Convention Implementation Act, 2018",Royal assent,42,1,Senate Government Bill,True,False,6,IsSenateBill,2018-10-15,2019-05-26,223 days
41-2/S-6,Claude Carignan,Leader of the Government in the Senate,None,,S-6,Yukon and Nunavut Regulatory Improvement Act,Royal assent,41,2,Senate Government Bill,True,False,6,IsSenateBill,2014-06-02,2015-06-17,380 days
41-1/S-6,None,Leader of the Government in the Senate,None,,S-6,First Nations Elections Act,Second reading in the House of Commons,41,1,Senate Government Bill,False,False,5,IsSenateBill,2011-12-05,2013-06-17,560 days
40-3/S-6,None,Leader of the Government in the Senate,None,,S-6,An Act to amend the Criminal Code and another Act,Royal assent,40,3,Senate Government Bill,True,False,6,IsSenateBill,2010-04-19,2011-03-22,337 days
40-2/S-6,None,Leader of the Government in the Senate,None,,S-6,An Act to amend the Canada Elections Act (accountability with respect to political loans),First reading in the Senate,40,2,Senate Government Bill,False,False,1,IsSenateBill,2009-04-27,2009-04-27,0 days
39-1/S-6,None,Leader of the Government in the Senate,None,,S-6,An Act to amend the First Nations Land Management Act,Royal assent,39,1,Senate Government Bill,True,False,6,IsSenateBill,2007-04-24,2007-06-22,59 days
38-1/S-6,Tommy Banks,Senator,None,,S-6,An Act to amend the Canada Transportation Act (running rights for carriage of grain),First reading in the Senate,38,1,Senate Public Bill,False,False,1,IsSenateBill,2004-10-06,2004-10-06,0 days
37-3/S-6,Jean Lapointe,Senator,None,,S-6,An Act to amend the Criminal Code (lottery schemes),Second reading in the Senate,37,3,Senate Public Bill,False,False,2,IsSenateBill,2004-02-03,2004-02-10,7 days
37-2/S-6,Noël Kinsella,Senator,None,,S-6,Public Service Whistleblowing Act,First reading in the Senate,37,2,Senate Public Bill,False,False,1,IsSenateBill,2002-10-02,2002-10-02,0 days
37-1/S-6,Noël Kinsella,Senator,None,,S-6,Public Service Whistleblowing Act,Second reading in the Senate,37,1,Senate Public Bill,False,False,2,IsSenateBill,2001-01-30,2001-01-30,0 days
36-2/S-6,Donald Oliver,Senator,None,,S-6,An Act to amend the Criminal Code respecting criminal harassment and other related matters,Second reading in the Senate,36,2,Senate Public Bill,False,False,2,IsSenateBill,1999-11-01,1999-11-02,1 days
36-1/S-6,Colin Kenny,Senator,None,,S-6,Persons Case National Historic Park Act,Second reading in the Senate,36,1,Senate Public Bill,False,False,2,IsSenateBill,1997-11-04,1997-11-24,20 days
35-2/S-6,Anne Cools,Senator,None,,S-6,An Act to amend the Criminal Code  (period of ineligibility for parole),First reading in the Senate,35,2,Senate Public Bill,False,False,1,IsSenateBill,1996-03-25,1996-03-25,0 days
35-1/S-6,Philippe Gigantès,Senator,None,,S-6,An Act to amend the Criminal Code (dangerous intoxication),Second reading in the Senate,35,1,Senate Public Bill,False,False,2,IsSenateBill,1994-11-15,1994-11-30,15 days
44-1/S-7,Marc Gold,Senator,None,,S-7,"An Act to amend the Customs Act and the Preclearance Act, 2016",First reading in the House of Commons,44,1,Senate Government Bill,False,True,4,IsSenateBill,2022-03-30,2022-10-20,204 days
41-2/S-7,Claude Carignan,Leader of the Government in the Senate,None,,S-7,Zero Tolerance for Barbaric Cultural Practices Act,Royal assent,41,2,Senate Government Bill,True,False,6,IsSenateBill,2014-11-04,2015-06-17,225 days
41-1/S-7,None,Leader of the Government in the Senate,None,,S-7,Combating Terrorism Act,Royal assent,41,1,Senate Government Bill,True,False,6,IsSenateBill,2012-02-14,2013-04-24,435 days
40-3/S-7,None,Leader of the Government in the Senate,None,,S-7,Justice for Victims of Terrorism Act,First reading in the House of Commons,40,3,Senate Government Bill,False,False,4,IsSenateBill,2010-04-20,2011-02-08,294 days
40-2/S-7,None,Leader of the Government in the Senate,None,,S-7,"An Act to amend the Constitution Act, 1867 (Senate term limits)",First reading in the Senate,40,2,Senate Government Bill,False,False,1,IsSenateBill,2009-05-27,2009-05-27,0 days
38-1/S-7,Anne Cools,Senator,None,,S-7,An Act to amend the Supreme Court Act (references by Governor in Council),First reading in the Senate,38,1,Senate Public Bill,False,False,1,IsSenateBill,2004-10-06,2004-10-06,0 days
37-3/S-7,Noël Kinsella,Senator,None,,S-7,An Act respecting the effective date of the representation order of 2003,First reading in the Senate,37,3,Senate Public Bill,False,False,1,IsSenateBill,2004-02-03,2004-02-03,0 days
37-2/S-7,Michael Forrestall,Senator,None,,S-7,Heritage Lighthouse Protection Act,Second reading in the House of Commons,37,2,Senate Public Bill,False,False,5,IsSenateBill,2002-10-07,2003-10-29,387 days
37-1/S-7,Sheila Finestone,Senator,None,Liberal,S-7,An Act to amend the Broadcasting Act,Second reading in the House of Commons,37,1,Senate Public Bill,False,False,5,IsSenateBill,2001-01-30,2002-02-05,371 days
36-2/S-7,John Lynch-Staunton,Senator,None,,S-7,Royal Assent Act,Second reading in the Senate,36,2,Senate Public Bill,False,False,2,IsSenateBill,1999-11-01,2000-02-21,112 days
36-1/S-7,Stanley Haidasz,Senator,None,,S-7,An Act to amend the Criminal Code to prohibit coercion in medical procedures that offend a person's religion or belief that human life is inviolable,Second reading in the Senate,36,1,Senate Public Bill,False,False,2,IsSenateBill,1997-11-18,1997-12-01,13 days
35-2/S-7,James Kelleher,Senator,None,,S-7,An Act to dissolve the Nipissing and James Bay Railway Company,Royal assent,35,2,Senate Private Bill,True,False,6,IsSenateBill,1996-05-01,1996-10-21,173 days
35-1/S-7,Colin Kenny,Senator,None,,S-7,An Act to accelerate the use of Alternative fuels for motor vehicles,Royal assent,35,1,Senate Public Bill,True,False,6,IsSenateBill,1994-12-07,1995-06-21,196 days
44-1/S-8,Marc Gold,Senator,None,,S-8,"An Act to amend the Immigration and Refugee Protection Act, to make consequential amendments to other Acts and to amend the Immigration and Refugee Protection Regulations",First reading in the House of Commons,44,1,Senate Government Bill,False,True,4,IsSenateBill,2022-05-16,2022-10-04,141 days
41-1/S-8,None,Leader of the Government in the Senate,None,,S-8,Safe Drinking Water for First Nations Act,Royal assent,41,1,Senate Government Bill,True,False,6,IsSenateBill,2012-02-28,2013-06-18,476 days
40-3/S-8,None,Leader of the Government in the Senate,None,,S-8,Senatorial Selection Act,First reading in the Senate,40,3,Senate Government Bill,False,False,1,IsSenateBill,2010-04-26,2010-04-26,0 days
40-2/S-8,None,Leader of the Government in the Senate,None,,S-8,"An Act to implement conventions and protocols concluded between Canada and Colombia, Greece and Turkey for the avoidance of double taxation and the prevention of fiscal evasion with respect to taxes on income",Third reading in the Senate,40,2,Senate Government Bill,False,False,3,IsSenateBill,2009-11-17,2009-12-14,27 days
38-1/S-8,Anne Cools,Senator,None,,S-8,An Act to amend the Judges Act,First reading in the Senate,38,1,Senate Public Bill,False,False,1,IsSenateBill,2004-10-06,2004-10-06,0 days
37-3/S-8,Mira Spivak,Senator,None,,S-8,Personal Watercraft Act,First reading in the House of Commons,37,3,Senate Public Bill,False,False,4,IsSenateBill,2004-02-04,2004-03-30,55 days
37-2/S-8,Noël Kinsella,Senator,None,,S-8,An Act to amend the Broadcasting Act,First reading in the House of Commons,37,2,Senate Public Bill,False,False,4,IsSenateBill,2002-10-08,2003-09-17,344 days
37-1/S-8,Serge Joyal,Senator,None,,S-8,An Act to maintain the principles relating to the role of the Senate as established by the Constitution of Canada,Second reading in the Senate,37,1,Senate Public Bill,False,False,2,IsSenateBill,2001-01-30,2001-05-08,98 days
36-2/S-8,Ronald Ghitter,Senator,None,,S-8,An Act to amend the Immigration Act,First reading in the Senate,36,2,Senate Public Bill,False,False,1,IsSenateBill,1999-11-01,1999-11-01,0 days
36-1/S-8,Stanley Haidasz,Senator,None,,S-8,An Act to amend the Tobacco Act (content regulation),Second reading in the Senate,36,1,Senate Public Bill,False,False,2,IsSenateBill,1997-11-25,1997-12-16,21 days
35-2/S-8,Lowell Murray,Senator,None,,S-8,An Act respecting Queen's University at Kingston,Royal assent,35,2,Senate Private Bill,True,False,6,IsSenateBill,1996-06-05,1996-06-19,14 days
35-1/S-8,Michael Kirby,Senator,None,,S-8,An Act to amend the Act of incorporation of the Certified General Accountants' Association of Canada,Second reading in the Senate,35,1,Senate Public Bill,False,False,2,IsSenateBill,1995-02-15,1995-02-28,13 days
44-1/S-9,Marc Gold,Senator,None,,S-9,An Act to amend the Chemical Weapons Convention Implementation Act,First reading in the House of Commons,44,1,Senate Government Bill,False,True,4,IsSenateBill,2022-06-01,2022-10-04,125 days
41-1/S-9,None,Leader of the Government in the Senate,None,,S-9,Nuclear Terrorism Act,Royal assent,41,1,Senate Government Bill,True,False,6,IsSenateBill,2012-03-26,2013-06-18,449 days
40-3/S-9,None,Leader of the Government in the Senate,None,,S-9,Tackling Auto Theft and Property Crime Act,Royal assent,40,3,Senate Government Bill,True,False,6,IsSenateBill,2010-05-03,2010-11-18,199 days
38-1/S-9,Joseph Day,Senator,None,,S-9,An Act to amend the Copyright Act,Second reading in the Senate,38,1,Senate Public Bill,False,False,2,IsSenateBill,2004-10-06,2004-10-19,13 days
37-3/S-9,Thelma Chalifoux,Senator,None,,S-9,Louis Riel Act,First reading in the Senate,37,3,Senate Public Bill,False,False,1,IsSenateBill,2004-02-04,2004-02-04,0 days
37-2/S-9,Thelma Chalifoux,Senator,None,,S-9,Louis Riel Act,Second reading in the Senate,37,2,Senate Public Bill,False,False,2,IsSenateBill,2002-10-22,2003-05-05,195 days
37-1/S-9,Anne Cools,Senator,None,,S-9,Marriage Act,First reading in the Senate,37,1,Senate Public Bill,False,False,1,IsSenateBill,2001-01-30,2001-01-30,0 days
36-2/S-9,Anne Cools,Senator,None,,S-9,An Act to amend the Criminal Code (abuse of process),Second reading in the Senate,36,2,Senate Public Bill,False,False,2,IsSenateBill,1999-11-02,2000-05-03,183 days
