Id,SponsorName,SponsorTitle,Constituency,Political Affiliation,Code,Title,LatestStageName,ParliamentNumber,SessionNumber,BillType,ReceivedRoyalAssent,Ongoing,ReadingsPassed,BillOrigin,FirstStageDate,LastStageDate,TimeAlive
35-1/C-4,None,Member of Parliament,None,,C-4,An Act to amend the Crown Liability and Proceedings Act,Royal assent,35,1,House Government Bill,True,False,6,IsHouseBill,1994-01-25,1994-05-11,106 days
44-1/C-5,David Lametti,Minister of Justice,None,Liberal,C-5,An Act to amend the Criminal Code and the Controlled Drugs and Substances Act,Royal assent,44,1,House Government Bill,True,True,6,IsHouseBill,2021-12-07,2022-11-17,345 days
43-2/C-5,Steven Guilbeault,Minister of Canadian Heritage,None,Liberal,C-5,"An Act to amend the Bills of Exchange Act, the Interpretation Act and the Canada Labour Code (National Day for Truth and Reconciliation)",Royal assent,43,2,House Government Bill,True,False,6,IsHouseBill,2020-09-29,2021-06-02,246 days
43-1/C-5,David Lametti,Minister of Justice,None,Liberal,C-5,An Act to amend the Judges Act and the Criminal Code,Second reading in the House of Commons,43,1,House Government Bill,False,False,2,IsHouseBill,2020-02-04,2020-02-19,15 days
42-1/C-5,Scott Brison,President of the Treasury Board,None,Liberal,C-5,"An Act to repeal Division 20 of Part 3 of the Economic Action Plan 2015 Act, No. 1",First reading in the House of Commons,42,1,House Government Bill,False,False,1,IsHouseBill,2016-02-05,2016-02-05,0 days
41-2/C-5,Greg Rickford,Minister of Natural Resources,None,Conservative,C-5,Offshore Health and Safety Act,Royal assent,41,2,House Government Bill,True,False,6,IsHouseBill,2013-10-24,2014-06-18,237 days
41-1/C-5,Lisa Raitt,Minister of Labour,None,Conservative,C-5,Continuing Air Service for Passengers Act,First reading in the House of Commons,41,1,House Government Bill,False,False,1,IsHouseBill,2011-06-16,2011-06-16,0 days
40-3/C-5,Vic Toews,Minister of Public Safety,None,Conservative,C-5,Keeping Canadians Safe (International Transfer of Offenders) Act,Second reading in the House of Commons,40,3,House Government Bill,False,False,2,IsHouseBill,2010-03-18,2010-09-27,193 days
40-2/C-5,Chuck Strahl,Minister of Indian Affairs and Northern Development and Federal Interlocutor for Métis and Non-Status Indians,None,Conservative,C-5,An Act to amend the Indian Oil and Gas Act,Royal assent,40,2,House Government Bill,True,False,6,IsHouseBill,2009-01-28,2009-05-14,106 days
40-1/C-5,Chuck Strahl,Minister of Indian Affairs and Northern Development and Federal Interlocutor for Métis and Non-Status Indians,None,Conservative,C-5,An Act to amend the Indian Oil and Gas Act,First reading in the House of Commons,40,1,House Government Bill,False,False,1,IsHouseBill,2008-12-03,2008-12-03,0 days
39-2/C-5,Gary Lunn,Minister of Natural Resources,None,Conservative,C-5,Nuclear Liability and Compensation Act,Second reading in the House of Commons,39,2,House Government Bill,False,False,2,IsHouseBill,2007-10-26,2007-10-30,4 days
39-1/C-5,Tony Clement,Minister of Health,None,Independent,C-5,Public Health Agency of Canada Act,Royal assent,39,1,House Government Bill,True,False,6,IsHouseBill,2006-04-24,2006-12-12,232 days
38-1/C-5,Joseph Volpe,Minister of Human Resources and Skills Development,None,Liberal,C-5,Canada Education Savings Act,Royal assent,38,1,House Government Bill,True,False,6,IsHouseBill,2004-10-08,2004-12-15,68 days
37-3/C-5,Jacques Saada,Leader of the Government in the House of Commons,None,Liberal,C-5,An Act respecting the effective date of the representation order of 2003,Royal assent,37,3,House Government Bill,True,False,6,IsHouseBill,2004-02-10,2004-03-11,30 days
37-2/C-5,David A Anderson,Minister of the Environment,None,,C-5,Species at Risk Act,Royal assent,37,2,House Government Bill,True,False,6,IsHouseBill,2002-10-09,2002-12-12,64 days
37-1/C-5,David A Anderson,Minister of the Environment,None,,C-5,Species at Risk Act,Second reading in the Senate,37,1,House Government Bill,False,False,5,IsHouseBill,2001-02-02,2002-06-12,495 days
36-2/C-5,John Manley,Minister of Industry,None,Liberal,C-5,Canadian Tourism Commission Act,Royal assent,36,2,House Government Bill,True,False,6,IsHouseBill,1999-10-14,2000-10-19,371 days
36-1/C-5,John Manley,Minister of Industry,None,Liberal,C-5,Canada Cooperatives Act,Royal assent,36,1,House Government Bill,True,False,6,IsHouseBill,1997-09-24,1998-03-30,187 days
35-2/C-5,None,Member of Parliament,None,,C-5,"An Act to amend the Bankruptcy and Insolvency Act, the Companies' Creditors Arrangement Act and the Income Tax Act",Royal assent,35,2,House Government Bill,True,False,6,IsHouseBill,1996-03-03,1997-04-24,417 days
35-1/C-5,None,Member of Parliament,None,,C-5,An Act to amend the Customs Tariff,Royal assent,35,1,House Government Bill,True,False,6,IsHouseBill,1994-01-30,1994-03-23,52 days
44-1/C-6,Mona Fortier,President of the Treasury Board,None,Liberal,C-6,"Appropriation Act No. 4, 2021-22",Royal assent,44,1,House Government Bill,True,True,6,IsHouseBill,2021-12-08,2021-12-17,9 days
43-2/C-6,David Lametti,Minister of Justice,None,Liberal,C-6,An Act to amend the Criminal Code (conversion therapy),Second reading in the Senate,43,2,House Government Bill,False,False,5,IsHouseBill,2020-10-01,2021-06-28,270 days
43-1/C-6,Marco Mendicino,"Minister of Immigration, Refugees and Citizenship",None,Liberal,C-6,An Act to amend the Citizenship Act (Truth and Reconciliation Commission of Canada's call to action number 94),First reading in the House of Commons,43,1,House Government Bill,False,False,1,IsHouseBill,2020-02-18,2020-02-18,0 days
42-1/C-6,Ahmed Hussen,"Minister of Immigration, Refugees and Citizenship",None,Liberal,C-6,An Act to amend the Citizenship Act and to make consequential amendments to another Act,Royal assent,42,1,House Government Bill,True,False,6,IsHouseBill,2016-02-25,2017-06-18,479 days
41-2/C-6,John Baird,Minister of Foreign Affairs,None,Conservative,C-6,Prohibiting Cluster Munitions Act,Royal assent,41,2,House Government Bill,True,False,6,IsHouseBill,2013-10-25,2014-11-05,376 days
41-1/C-6,Lisa Raitt,Minister of Labour,None,Conservative,C-6,Restoring Mail Delivery for Canadians Act,Royal assent,41,1,House Government Bill,True,False,6,IsHouseBill,2011-06-20,2011-06-25,5 days
40-3/C-6,Stockwell Day,President of the Treasury Board,None,Conservative,C-6,"Appropriation Act No. 5, 2009-2010",Royal assent,40,3,House Government Bill,True,False,6,IsHouseBill,2010-03-23,2010-03-31,8 days
40-2/C-6,Leona Aglukkaq,Minister of Health,None,Conservative,C-6,Canada Consumer Product Safety Act,Third reading in the Senate,40,2,House Government Bill,False,False,6,IsHouseBill,2009-01-29,2009-12-14,319 days
39-2/C-6,Peter Van Loan,Leader of the Government in the House of Commons and Minister for Democratic Reform,None,Conservative,C-6,An Act to amend the Canada Elections Act (visual identification of voters),Second reading in the House of Commons,39,2,House Government Bill,False,False,2,IsHouseBill,2007-10-26,2007-11-15,20 days
39-1/C-6,Lawrence Cannon,"Minister of Transport, Infrastructure and Communities",None,Conservative,C-6,An Act to amend the Aeronautics Act and to make consequential amendments to other Acts,Second reading in the House of Commons,39,1,House Government Bill,False,False,2,IsHouseBill,2006-04-27,2006-11-07,194 days
38-1/C-6,Anne Mclellan,Minister of Public Safety and Emergency Preparedness,None,,C-6,Department of Public Safety and Emergency Preparedness Act,Royal assent,38,1,House Government Bill,True,False,6,IsHouseBill,2004-10-08,2005-03-23,166 days
37-3/C-6,Pierre Pettigrew,Minister of Health,None,Liberal,C-6,Assisted Human Reproduction Act,Royal assent,37,3,House Government Bill,True,False,6,IsHouseBill,2004-02-10,2004-03-29,48 days
37-2/C-6,Robert D Nault,Minister of Indian Affairs and Northern Development,None,,C-6,Specific Claims Resolution Act,Royal assent,37,2,House Government Bill,True,False,6,IsHouseBill,2002-10-09,2003-11-07,394 days
37-1/C-6,John Manley,Minister of Foreign Affairs,None,Liberal,C-6,An Act to amend the International Boundary Waters Treaty Act,Royal assent,37,1,House Government Bill,True,False,6,IsHouseBill,2001-02-05,2001-12-18,316 days
36-2/C-6,John Manley,Minister of Industry,None,Liberal,C-6,Personal Information Protection and Electronic Documents Act,Royal assent,36,2,House Government Bill,True,False,6,IsHouseBill,1999-10-14,2000-04-12,181 days
36-1/C-6,Jane Stewart,Minister of Indian Affairs and Northern Development,None,Liberal,C-6,Mackenzie Valley Resource Management Act,Royal assent,36,1,House Government Bill,True,False,6,IsHouseBill,1997-09-25,1998-06-17,265 days
35-2/C-6,None,Member of Parliament,None,,C-6,An Act to amend the Yukon Quartz Mining Act and the Yukon Placer Mining Act,Royal assent,35,2,House Government Bill,True,False,6,IsHouseBill,1996-03-03,1996-11-27,269 days
35-1/C-6,None,Member of Parliament,None,,C-6,"An Act to amend the Canada Oil and Gas Operations Act, the Canada Petroleum Resources Act and the National Energy Board Act and to make consequential amendments to other Acts",Royal assent,35,1,House Government Bill,True,False,6,IsHouseBill,1994-02-01,1994-05-11,99 days
44-1/C-7,Mark Holland,Leader of the Government in the House of Commons,None,Liberal,C-7,An Act to amend the Parliament of Canada Act and to make consequential and related amendments to other Acts,First reading in the House of Commons,44,1,House Government Bill,False,True,1,IsHouseBill,2021-12-10,2021-12-10,0 days
43-2/C-7,David Lametti,Minister of Justice,None,Liberal,C-7,An Act to amend the Criminal Code (medical assistance in dying),Royal assent,43,2,House Government Bill,True,False,6,IsHouseBill,2020-10-05,2021-03-17,163 days
43-1/C-7,David Lametti,Minister of Justice,None,Liberal,C-7,An Act to amend the Criminal Code (medical assistance in dying),First reading in the House of Commons,43,1,House Government Bill,False,False,1,IsHouseBill,2020-02-24,2020-02-24,0 days
42-1/C-7,Scott Brison,President of the Treasury Board,None,Liberal,C-7,"An Act to amend the Public Service Labour Relations Act, the Public Service Labour Relations and Employment Board Act and other Acts and to provide for certain other measures",Royal assent,42,1,House Government Bill,True,False,6,IsHouseBill,2016-03-09,2017-06-18,466 days
41-2/C-7,Shelly Glover,Minister of Canadian Heritage and Official Languages,None,Conservative,C-7,Canadian Museum of History Act,Royal assent,41,2,House Government Bill,True,False,6,IsHouseBill,2013-10-25,2013-12-11,47 days
41-1/C-7,Tim Uppal,Minister of State (Democratic Reform),None,Conservative,C-7,Senate Reform Act,First reading in the House of Commons,41,1,House Government Bill,False,False,1,IsHouseBill,2011-06-21,2011-06-21,0 days
40-3/C-7,Stockwell Day,President of the Treasury Board,None,Conservative,C-7,"Appropriation Act No. 1, 2010-2011",Royal assent,40,3,House Government Bill,True,False,6,IsHouseBill,2010-03-23,2010-03-31,8 days
40-2/C-7,John Baird,"Minister of Transport, Infrastructure and Communities",None,Conservative,C-7,An Act to amend the Marine Liability Act and the Federal Courts Act and to make consequential amendments to other Acts,Royal assent,40,2,House Government Bill,True,False,6,IsHouseBill,2009-01-29,2009-06-23,145 days
39-2/C-7,Lawrence Cannon,"Minister of Transport, Infrastructure and Communities",None,Conservative,C-7,An Act to amend the Aeronautics Act and to make consequential amendments to other Acts,Second reading in the House of Commons,39,2,House Government Bill,False,False,2,IsHouseBill,2007-10-29,2007-10-29,0 days
39-1/C-7,Gordon Oconnor,Minister of National Defence,None,,C-7,An Act to amend the National Defence Act,First reading in the House of Commons,39,1,House Government Bill,False,False,1,IsHouseBill,2006-04-27,2006-04-27,0 days
38-1/C-7,Stephane Dion,Minister of the Environment,None,,C-7,An Act to amend the Department of Canadian Heritage Act and the Parks Canada Agency Act and to make related amendments to other Acts,Royal assent,38,1,House Government Bill,True,False,6,IsHouseBill,2004-10-08,2005-02-24,139 days
37-3/C-7,Tony Valeri,Minister of Transport,None,Liberal,C-7,"Public Safety Act, 2002",Royal assent,37,3,House Government Bill,True,False,6,IsHouseBill,2004-02-10,2004-05-06,86 days
37-2/C-7,Robert D Nault,Minister of Indian Affairs and Northern Development,None,,C-7,First Nations Governance Act,First reading in the House of Commons,37,2,House Government Bill,False,False,1,IsHouseBill,2002-10-09,2002-10-09,0 days
37-1/C-7,Anne Mclellan,Minister of Justice,None,,C-7,Youth Criminal Justice Act,Royal assent,37,1,House Government Bill,True,False,6,IsHouseBill,2001-02-05,2002-02-19,379 days
36-2/C-7,Lawrence Macaulay,Solicitor General of Canada,None,,C-7,An Act to amend the Criminal Records Act and to amend another Act in consequence,Royal assent,36,2,House Government Bill,True,False,6,IsHouseBill,1999-10-17,2000-03-29,164 days
36-1/C-7,Sheila Copps,Minister of Canadian Heritage,None,Liberal,C-7,Saguenay-St. Lawrence Marine Park Act,Royal assent,36,1,House Government Bill,True,False,6,IsHouseBill,1997-09-25,1997-12-09,75 days
35-2/C-7,None,Member of Parliament,None,,C-7,An Act to establish the Department of Public Works and Government Services and to amend and repeal certain Acts,Royal assent,35,2,House Government Bill,True,False,6,IsHouseBill,1996-03-05,1996-06-19,106 days
35-1/C-7,None,Member of Parliament,None,,C-7,"An Act respecting the control of certain drugs, their precursors and other substances and to amend certain other Acts and repeal the Narcotic Control Act in consequence thereof",Second reading in the Senate,35,1,House Government Bill,False,False,5,IsHouseBill,1994-02-01,1995-11-06,643 days
44-1/C-8,Chrystia Freeland,Deputy Prime Minister and Minister of Finance,None,Liberal,C-8,"Economic and Fiscal Update Implementation Act, 2021",Royal assent,44,1,House Government Bill,True,True,6,IsHouseBill,2021-12-15,2022-06-09,176 days
43-2/C-8,Marco Mendicino,"Minister of Immigration, Refugees and Citizenship",None,Liberal,C-8,An Act to amend the Citizenship Act (Truth and Reconciliation Commission of Canada's call to action number 94),Royal assent,43,2,House Government Bill,True,False,6,IsHouseBill,2020-10-22,2021-06-20,241 days
43-1/C-8,David Lametti,Minister of Justice,None,Liberal,C-8,An Act to amend the Criminal Code (conversion therapy),First reading in the House of Commons,43,1,House Government Bill,False,False,1,IsHouseBill,2020-03-09,2020-03-09,0 days
42-1/C-8,Scott Brison,President of the Treasury Board,None,Liberal,C-8,"Appropriation Act No. 5, 2015-16",Royal assent,42,1,House Government Bill,True,False,6,IsHouseBill,2016-03-21,2016-03-24,3 days
41-2/C-8,James Moore,Minister of Industry,None,Conservative,C-8,Combating Counterfeit Products Act,Royal assent,41,2,House Government Bill,True,False,6,IsHouseBill,2013-10-28,2014-12-08,406 days
41-1/C-8,Tony Clement,President of the Treasury Board,None,Independent,C-8,"Appropriation Act No. 1, 2011-12",Royal assent,41,1,House Government Bill,True,False,6,IsHouseBill,2011-06-21,2011-06-25,4 days
40-3/C-8,Peter Van Loan,Minister of International Trade,None,Conservative,C-8,Canada-Jordan Free Trade Act,Second reading in the House of Commons,40,3,House Government Bill,False,False,2,IsHouseBill,2010-03-24,2010-09-27,187 days
40-2/C-8,Chuck Strahl,Minister of Indian Affairs and Northern Development and Federal Interlocutor for Métis and Non-Status Indians,None,Conservative,C-8,Family Homes on Reserves and Matrimonial Interests or Rights Act,First reading in the House of Commons,40,2,House Government Bill,False,False,1,IsHouseBill,2009-02-02,2009-02-02,0 days
39-2/C-8,Lawrence Cannon,"Minister of Transport, Infrastructure and Communities",None,Conservative,C-8,An Act to amend the Canada Transportation Act (railway transportation),Royal assent,39,2,House Government Bill,True,False,6,IsHouseBill,2007-10-29,2008-02-28,122 days
39-1/C-8,John Baird,President of the Treasury Board,None,Conservative,C-8,"Appropriation Act No. 1, 2006-2007",Royal assent,39,1,House Government Bill,True,False,6,IsHouseBill,2006-05-03,2006-05-11,8 days
38-1/C-8,Reg Alcock,President of the Treasury Board,None,Liberal,C-8,"An Act to amend the Financial Administration Act, the Canada School of Public Service Act and the Official Languages Act",Royal assent,38,1,House Government Bill,True,False,6,IsHouseBill,2004-10-08,2005-04-21,195 days
37-3/C-8,Helene Scherrer,Minister of Canadian Heritage,None,,C-8,Library and Archives of Canada Act,Royal assent,37,3,House Government Bill,True,False,6,IsHouseBill,2004-02-10,2004-04-22,72 days
37-2/C-8,Anne Mclellan,Minister of Health,None,,C-8,Pest Control Products Act,Royal assent,37,2,House Government Bill,True,False,6,IsHouseBill,2002-10-09,2002-12-12,64 days
37-1/C-8,Paul Martin,Minister of Finance,None,Liberal,C-8,Financial Consumer Agency of Canada Act,Royal assent,37,1,House Government Bill,True,False,6,IsHouseBill,2001-02-07,2001-06-13,126 days
36-2/C-8,Sheila Copps,Minister of Canadian Heritage,None,Liberal,C-8,Marine Conservation Areas Act,Second reading in the House of Commons,36,2,House Government Bill,False,False,2,IsHouseBill,1999-10-19,1999-10-19,0 days
36-1/C-8,Jane Stewart,Minister of Indian Affairs and Northern Development,None,Liberal,C-8,Canada-Yukon Oil and Gas Accord Implementation Act,Royal assent,36,1,House Government Bill,True,False,6,IsHouseBill,1997-10-01,1998-05-11,222 days
35-2/C-8,None,Member of Parliament,None,,C-8,"An Act respecting the control of certain drugs, their precursors and other substances and to amend certain other Acts and repeal the Narcotic Control Act in consequence thereof",Royal assent,35,2,House Government Bill,True,False,6,IsHouseBill,1996-03-05,1996-06-19,106 days
35-1/C-8,None,Member of Parliament,None,,C-8,An Act to amend the Criminal Code and the Coastal Fisheries Protection Act (force),Royal assent,35,1,House Government Bill,True,False,6,IsHouseBill,1994-02-03,1994-05-11,97 days
44-1/C-9,David Lametti,Minister of Justice,None,Liberal,C-9,An Act to amend the Judges Act,First reading in the Senate,44,1,House Government Bill,False,True,4,IsHouseBill,2021-12-16,2022-12-13,362 days
43-2/C-9,Chrystia Freeland,Minister of Finance,None,Liberal,C-9,An Act to amend the Income Tax Act (Canada Emergency Rent Subsidy and Canada Emergency Wage Subsidy),Royal assent,43,2,House Government Bill,True,False,6,IsHouseBill,2020-11-02,2020-11-19,17 days
43-1/C-9,Francois Philippe Champagne,Minister of Foreign Affairs,None,,C-9,An Act to amend the Chemical Weapons Convention Implementation Act,First reading in the House of Commons,43,1,House Government Bill,False,False,1,IsHouseBill,2020-03-10,2020-03-10,0 days
42-1/C-9,Scott Brison,President of the Treasury Board,None,Liberal,C-9,"Appropriation Act No. 1, 2016-17",Royal assent,42,1,House Government Bill,True,False,6,IsHouseBill,2016-03-21,2016-03-24,3 days
41-2/C-9,Bernard Valcourt,Minister of Aboriginal Affairs and Northern Development,None,Conservative,C-9,First Nations Elections Act,Royal assent,41,2,House Government Bill,True,False,6,IsHouseBill,2013-10-29,2014-04-10,163 days
41-1/C-9,Tony Clement,President of the Treasury Board,None,Independent,C-9,"Appropriation Act No. 2, 2011-12",Royal assent,41,1,House Government Bill,True,False,6,IsHouseBill,2011-06-21,2011-06-25,4 days
40-3/C-9,Jim Flaherty,Minister of Finance,None,Conservative,C-9,Jobs and Economic Growth Act,Royal assent,40,3,House Government Bill,True,False,6,IsHouseBill,2010-03-29,2010-07-12,105 days
40-2/C-9,John Baird,"Minister of Transport, Infrastructure and Communities",None,Conservative,C-9,"An Act to amend the Transportation of Dangerous Goods Act, 1992",Royal assent,40,2,House Government Bill,True,False,6,IsHouseBill,2009-02-02,2009-05-13,100 days
39-2/C-9,Maxime Bernier,Minister of Foreign Affairs,None,People's Party,C-9,Settlement of International Investment Disputes Act,Royal assent,39,2,House Government Bill,True,False,6,IsHouseBill,2007-10-29,2008-03-13,136 days
39-1/C-9,Vic Toews,Minister of Justice,None,Conservative,C-9,An Act to amend the Criminal Code (conditional sentence of imprisonment),Royal assent,39,1,House Government Bill,True,False,6,IsHouseBill,2006-05-04,2007-05-31,392 days
38-1/C-9,Jacques Saada,Minister of the Economic Development Agency of Canada for the Regions of Quebec,None,Liberal,C-9,Economic Development Agency of Canada for the Regions of Quebec Act,Royal assent,38,1,House Government Bill,True,False,6,IsHouseBill,2004-10-08,2005-06-23,258 days
37-3/C-9,Lucienne Robillard,Minister of Industry,None,Liberal,C-9,An Act to amend the Patent Act and the Food and Drugs Act (The Jean Chrétien Pledge to Africa),Royal assent,37,3,House Government Bill,True,False,6,IsHouseBill,2004-02-12,2004-05-14,92 days
37-2/C-9,David A Anderson,Minister of the Environment,None,,C-9,An Act to amend the Canadian Environmental Assessment Act,Royal assent,37,2,House Government Bill,True,False,6,IsHouseBill,2002-10-09,2003-06-11,245 days
37-1/C-9,Don Boudria,Leader of the Government in the House of Commons,None,Liberal,C-9,An Act to amend the Canada Elections Act and the Electoral Boundaries Readjustment Act,Royal assent,37,1,House Government Bill,True,False,6,IsHouseBill,2001-02-15,2001-06-13,118 days
36-2/C-9,Robert D Nault,Minister of Indian Affairs and Northern Development,None,,C-9,Nisga'a Final Agreement Act,Royal assent,36,2,House Government Bill,True,False,6,IsHouseBill,1999-10-20,2000-04-12,175 days
36-1/C-9,David Collenette,Minister of Transport,None,Liberal,C-9,Canada Marine Act,Royal assent,36,1,House Government Bill,True,False,6,IsHouseBill,1997-10-01,1998-06-10,252 days
35-2/C-9,None,Member of Parliament,None,,C-9,An Act respecting the Law Commission of Canada,Royal assent,35,2,House Government Bill,True,False,6,IsHouseBill,1996-03-05,1996-05-28,84 days
35-1/C-9,None,Member of Parliament,None,,C-9,An Act to amend the Income Tax Act,Royal assent,35,1,House Government Bill,True,False,6,IsHouseBill,1994-02-03,1994-05-11,97 days
44-1/C-10,Jean Yves Duclos,Minister of Health,None,,C-10,An Act respecting certain measures related to COVID-19,Royal assent,44,1,House Government Bill,True,True,6,IsHouseBill,2022-01-31,2022-03-04,32 days
43-2/C-10,Steven Guilbeault,Minister of Canadian Heritage,None,Liberal,C-10,An Act to amend the Broadcasting Act and to make related and consequential amendments to other Acts,Second reading in the Senate,43,2,House Government Bill,False,False,5,IsHouseBill,2020-11-03,2021-06-29,238 days
43-1/C-10,Jean Yves Duclos,President of the Treasury Board,None,,C-10,"Appropriation Act No. 4, 2019-20",Royal assent,43,1,House Government Bill,True,False,6,IsHouseBill,2020-03-13,2020-03-13,0 days
42-1/C-10,Marc Garneau,Minister of Transport,None,Liberal,C-10,An Act to amend the Air Canada Public Participation Act and to provide for certain other measures,Royal assent,42,1,House Government Bill,True,False,6,IsHouseBill,2016-03-24,2016-06-21,89 days
41-2/C-10,Peter Gordon Mackay,Minister of Justice,None,,C-10,Tackling Contraband Tobacco Act,Royal assent,41,2,House Government Bill,True,False,6,IsHouseBill,2013-11-05,2014-11-05,365 days
41-1/C-10,Rob Nicholson,Minister of Justice,None,Conservative,C-10,Safe Streets and Communities Act,Royal assent,41,1,House Government Bill,True,False,6,IsHouseBill,2011-09-20,2012-03-12,174 days
40-3/C-10,Steven Fletcher,Minister of State (Democratic Reform),None,Conservative,C-10,"Constitution Act, 2010 (Senate term limits)",First reading in the House of Commons,40,3,House Government Bill,False,False,1,IsHouseBill,2010-03-29,2010-03-29,0 days
40-2/C-10,Jim Flaherty,Minister of Finance,None,Conservative,C-10,"Budget Implementation Act, 2009",Royal assent,40,2,House Government Bill,True,False,6,IsHouseBill,2009-02-06,2009-03-12,34 days
39-2/C-10,Jim Flaherty,Minister of Finance,None,Conservative,C-10,"Income Tax Amendments Act, 2006",Second reading in the Senate,39,2,House Government Bill,False,False,5,IsHouseBill,2007-10-29,2007-12-03,35 days
39-1/C-10,Rob Nicholson,Minister of Justice,None,Conservative,C-10,An Act to amend the Criminal Code (minimum penalties for offences involving firearms) and to make a consequential amendment to another Act,First reading in the Senate,39,1,House Government Bill,False,False,4,IsHouseBill,2006-05-04,2007-05-29,390 days
38-1/C-10,Irwin Cotler,Minister of Justice,None,Liberal,C-10,An Act to amend the Criminal Code (mental disorder) and to make consequential amendments to other Acts,Royal assent,38,1,House Government Bill,True,False,6,IsHouseBill,2004-10-08,2005-05-19,223 days
37-3/C-10,Irwin Cotler,Minister of Justice,None,Liberal,C-10,An Act to amend the Contraventions Act and the Controlled Drugs and Substances Act,Second reading in the House of Commons,37,3,House Government Bill,False,False,2,IsHouseBill,2004-02-12,2004-02-24,12 days
37-2/C-10,Martin Cauchon,Minister of Justice,None,Liberal,C-10,An Act to amend the Criminal Code (cruelty to animals and firearms) and the Firearms Act,Second reading in the Senate,37,2,House Government Bill,False,False,5,IsHouseBill,2002-10-09,2002-11-19,41 days
37-1/C-10,Sheila Copps,Minister of Canadian Heritage,None,Liberal,C-10,Canada National Marine Conservation Areas Act,Royal assent,37,1,House Government Bill,True,False,6,IsHouseBill,2001-02-20,2002-06-13,478 days
36-2/C-10,Alfonso L Gagliano,Minister of Public Works and Government Services,None,,C-10,Payments in Lieu of Taxes Act,Royal assent,36,2,House Government Bill,True,False,6,IsHouseBill,1999-10-26,2000-05-30,217 days
36-1/C-10,Paul Martin,Minister of Finance,None,Liberal,C-10,"Income Tax Conventions Implementation Act, 1997",Royal assent,36,1,House Government Bill,True,False,6,IsHouseBill,1997-10-08,1997-12-09,62 days
35-2/C-10,None,Member of Parliament,None,,C-10,"Borrowing Authority Act, 1996-97",Royal assent,35,2,House Government Bill,True,False,6,IsHouseBill,1996-03-05,1996-03-27,22 days
35-1/C-10,None,Member of Parliament,None,,C-10,An Act to provide for the maintenance of west coast ports operations,Royal assent,35,1,House Government Bill,True,False,6,IsHouseBill,1994-02-07,1994-02-07,0 days
37-2/C-10A,Martin Cauchon,Minister of Justice,None,Liberal,C-10A,An Act to amend the Criminal Code (firearms) and the Firearms Act,Royal assent,37,2,House Government Bill,True,False,6,IsHouseBill,2002-10-09,2003-05-12,215 days
37-2/C-10B,Martin Cauchon,Minister of Justice,None,Liberal,C-10B,An Act to amend the Criminal Code (cruelty to animals),Third reading in the Senate,37,2,House Government Bill,False,False,6,IsHouseBill,2002-10-09,2003-05-28,231 days
44-1/C-11,Pablo Rodriguez,Minister of Canadian Heritage,None,Liberal,C-11,Online Streaming Act,Second reading in the Senate,44,1,House Government Bill,False,True,5,IsHouseBill,2022-02-02,2022-10-25,265 days
43-2/C-11,Navdeep Bains,"Minister of Innovation, Science and Industry",None,Liberal,C-11,"Digital Charter Implementation Act, 2020",First reading in the House of Commons,43,2,House Government Bill,False,False,1,IsHouseBill,2020-11-17,2020-11-17,0 days
43-1/C-11,Jean Yves Duclos,President of the Treasury Board,None,,C-11,"Appropriation Act No. 1, 2020-21",Royal assent,43,1,House Government Bill,True,False,6,IsHouseBill,2020-03-13,2020-03-13,0 days
42-1/C-11,Navdeep Bains,"Minister of Innovation, Science and Economic Development",None,Liberal,C-11,An Act to amend the Copyright Act (access to copyrighted works or other subject-matter for persons with perceptual disabilities),Royal assent,42,1,House Government Bill,True,False,6,IsHouseBill,2016-03-24,2016-06-21,89 days
41-2/C-11,Erin Otoole,Minister of Veterans Affairs,None,,C-11,Priority Hiring for Injured Veterans Act,First reading in the House of Commons,41,2,House Government Bill,False,False,1,IsHouseBill,2013-11-07,2013-11-07,0 days
41-1/C-11,Christian Paradis,Minister of Industry and Minister of State (Agriculture),None,Conservative,C-11,Copyright Modernization Act,Royal assent,41,1,House Government Bill,True,False,6,IsHouseBill,2011-09-29,2012-06-28,273 days
40-3/C-11,Jason Kenney,"Minister of Citizenship, Immigration and Multiculturalism",None,Conservative,C-11,Balanced Refugee Reform Act,Royal assent,40,3,House Government Bill,True,False,6,IsHouseBill,2010-03-30,2010-06-29,91 days
40-2/C-11,Leona Aglukkaq,Minister of Health,None,Conservative,C-11,Human Pathogens and Toxins Act,Royal assent,40,2,House Government Bill,True,False,6,IsHouseBill,2009-02-09,2009-06-23,134 days
39-2/C-11,Chuck Strahl,Minister of Indian Affairs and Northern Development,None,Conservative,C-11,Nunavik Inuit Land Claims Agreement Act,Royal assent,39,2,House Government Bill,True,False,6,IsHouseBill,2007-10-29,2008-02-14,108 days
39-1/C-11,Lawrence Cannon,"Minister of Transport, Infrastructure and Communities",None,Conservative,C-11,An Act to amend the Canada Transportation Act and the Railway Safety Act and to make consequential amendments to other Acts,Royal assent,39,1,House Government Bill,True,False,6,IsHouseBill,2006-05-04,2007-06-22,414 days
38-1/C-11,Reg Alcock,President of the Treasury Board,None,Liberal,C-11,Public Servants Disclosure Protection Act,Royal assent,38,1,House Government Bill,True,False,6,IsHouseBill,2004-10-08,2005-11-25,413 days
37-3/C-11,Andy Mitchell,Minister of Indian Affairs and Northern Development,None,Liberal,C-11,Westbank First Nation Self-Government Act,Royal assent,37,3,House Government Bill,True,False,6,IsHouseBill,2004-02-12,2004-05-06,84 days
