Id,Code,Title,LatestStageName,ParliamentNumber,SessionNumber,BillType,PersonName,ReceivedRoyalAssent,Ongoing,ReadingsPassed,BillOrigin,FirstStageDate,LastStageDate,TimeDebated,SponsorName,SponsorTitle,Constituency,Political Affiliation
40-3/C-48,C-48,Protecting Canadians by Ending Sentence Discounts for Multiple Murders Act,Royal assent,40,3,House Government Bill, ,True,False,6,House,2010-10-05,2011-03-22,168 days,Rob Nicholson,Minister of Justice,None,Conservative
40-2/C-48,C-48,"Appropriation Act No. 2, 2009-2010",Royal assent,40,2,House Government Bill, ,True,False,6,House,2009-06-19,2009-06-23,4 days,Vic Toews,President of the Treasury Board,None,Conservative
39-2/C-48,C-48,"Appropriation Act No. 4, 2007-2008",Royal assent,39,2,House Government Bill, ,True,False,6,House,2008-03-11,2008-03-13,2 days,Vic Toews,President of the Treasury Board,None,Conservative
39-1/C-48,C-48,An Act to amend the Criminal Code in order to implement the United Nations Convention against Corruption,Royal assent,39,1,House Government Bill, ,True,False,6,House,2007-03-22,2007-05-31,70 days,Rob Nicholson,Minister of Justice,None,Conservative
38-1/C-48,C-48,An Act to authorize the Minister of Finance to make certain payments,Royal assent,38,1,House Government Bill, ,True,False,6,House,2005-05-06,2005-07-20,75 days,Ralph Goodale,Minister of Finance,None,Liberal
37-2/C-48,C-48,An Act to amend the Income Tax Act (natural resources),Royal assent,37,2,House Government Bill, ,True,False,6,House,2003-06-13,2003-11-07,147 days,John Manley,Minister of Finance,None,Liberal
37-1/C-48,C-48,An Act to amend the Copyright Act,Third reading in the House of Commons,37,1,House Government Bill, ,False,False,3,House,2001-12-12,2002-06-18,188 days,Sheila Copps,Minister of Canadian Heritage,None,Liberal
36-1/C-48,C-48,Marine Conservation Areas Act,Second reading in the House of Commons,36,1,House Government Bill, ,False,False,2,House,1998-06-10,1998-11-30,173 days,Sheila Copps,Minister of Canadian Heritage,None,Liberal
35-2/C-48,C-48,"An Act to amend the Federal Court Act, the Judges Act and the Tax Court of Canada Act",Royal assent,35,2,House Government Bill, ,True,False,6,House,1996-06-13,1996-06-19,6 days,None,Member of Parliament,None,None
35-1/C-48,C-48,An Act to establish the Department of Natural Resources and to amend related Acts,Royal assent,35,1,House Government Bill, ,True,False,6,House,1994-09-18,1994-12-14,87 days,None,Member of Parliament,None,None
42-1/C-49,C-49,Transportation Modernization Act,Royal assent,42,1,House Government Bill, ,True,False,6,House,2017-05-16,2018-05-22,371 days,Marc Garneau,Minister of Transport,None,Liberal
41-2/C-49,C-49,Price Transparency Act,First reading in the House of Commons,41,2,House Government Bill, ,False,False,1,House,2014-12-09,2014-12-09,0 days,James Moore,Minister of Industry,None,Conservative
41-1/C-49,C-49,Canadian Museum of History Act,Second reading in the House of Commons,41,1,House Government Bill, ,False,False,2,House,2012-11-27,2013-05-29,183 days,James Moore,Minister of Canadian Heritage and Official Languages,None,Conservative
40-3/C-49,C-49,Preventing Human Smugglers from Abusing Canada's Immigration System Act,First reading in the House of Commons,40,3,House Government Bill, ,False,False,1,House,2010-10-21,2010-10-21,0 days,Vic Toews,Minister of Public Safety,None,Conservative
40-2/C-49,C-49,"Appropriation Act No. 3, 2009-2010",Royal assent,40,2,House Government Bill, ,True,False,6,House,2009-06-19,2009-06-23,4 days,Vic Toews,President of the Treasury Board,None,Conservative
39-2/C-49,C-49,"Appropriation Act No. 1, 2008-2009",Royal assent,39,2,House Government Bill, ,True,False,6,House,2008-03-11,2008-03-13,2 days,Vic Toews,President of the Treasury Board,None,Conservative
39-1/C-49,C-49,"Appropriation Act No. 4, 2006-2007",Royal assent,39,1,House Government Bill, ,True,False,6,House,2007-03-22,2007-03-29,7 days,Vic Toews,President of the Treasury Board,None,Conservative
38-1/C-49,C-49,An Act to amend the Criminal Code (trafficking in persons),Royal assent,38,1,House Government Bill, ,True,False,6,House,2005-05-12,2005-11-25,197 days,Irwin Cotler,Minister of Justice,None,Liberal
37-2/C-49,C-49,An Act respecting the effective date of the representation order of 2003,Third reading in the House of Commons,37,2,House Government Bill, ,False,False,4,House,2003-09-15,2003-10-23,38 days,Don Boudria,Minister of State and Leader of the Government in the House of Commons,None,Liberal
37-1/C-49,C-49,"Budget Implementation Act, 2001",Royal assent,37,1,House Government Bill, ,True,False,6,House,2002-02-05,2002-03-27,50 days,Paul Martin,Minister of Finance,None,Liberal
36-1/C-49,C-49,First Nations Land Management Act,Royal assent,36,1,House Government Bill, ,True,False,6,House,1998-06-10,1999-06-16,371 days,Jane Stewart,Minister of Indian Affairs and Northern Development,None,Liberal
35-2/C-49,C-49,"An Act to authorize remedial and disciplinary measures in relation to members of certain administrative tribunals, to reorganize and dissolve certain federal agencies and to make consequential amendments to other Acts",First reading in the House of Commons,35,2,House Government Bill, ,False,False,1,House,1996-06-13,1996-06-13,0 days,None,Member of Parliament,None,None
35-1/C-49,C-49,An Act to amend the Department of Agriculture Act and to amend or repeal certain other Acts,Royal assent,35,1,House Government Bill, ,True,False,6,House,1994-09-18,1994-11-23,66 days,None,Member of Parliament,None,None
42-1/C-50,C-50,An Act to amend the Canada Elections Act (political financing),Royal assent,42,1,House Government Bill, ,True,False,6,House,2017-05-31,2018-06-20,385 days,Karina Gould,Minister of Democratic Institutions,None,Liberal
41-2/C-50,C-50,Citizen Voting Act,Second reading in the House of Commons,41,2,House Government Bill, ,False,False,2,House,2014-12-10,2015-05-04,145 days,Pierre Poilievre,Minister of State (Democratic Reform),None,Conservative
41-1/C-50,C-50,"Appropriation Act No. 4, 2012-13",Royal assent,41,1,House Government Bill, ,True,False,6,House,2012-12-09,2012-12-13,4 days,Tony Clement,President of the Treasury Board,None,Independent
40-3/C-50,C-50,Improving Access to Investigative Tools for Serious Crimes Act,First reading in the House of Commons,40,3,House Government Bill, ,False,False,1,House,2010-10-29,2010-10-29,0 days,Rob Nicholson,Minister of Justice,None,Conservative
40-2/C-50,C-50,An Act to amend the Employment Insurance Act and to increase benefits,Royal assent,40,2,House Government Bill, ,True,False,6,House,2009-09-16,2009-11-05,50 days,Diane Finley,Minister of Human Resources and Skills Development,None,Conservative
39-2/C-50,C-50,"Budget Implementation Act, 2008",Royal assent,39,2,House Government Bill, ,True,False,6,House,2008-03-14,2008-06-18,96 days,Jim Flaherty,Minister of Finance,None,Conservative
39-1/C-50,C-50,"Appropriation Act No. 1, 2007-2008",Royal assent,39,1,House Government Bill, ,True,False,6,House,2007-03-22,2007-03-29,7 days,Vic Toews,President of the Treasury Board,None,Conservative
38-1/C-50,C-50,An Act to amend the Criminal Code in respect of cruelty to animals,First reading in the House of Commons,38,1,House Government Bill, ,False,False,1,House,2005-05-16,2005-05-16,0 days,Irwin Cotler,Minister of Justice,None,Liberal
37-2/C-50,C-50,An Act to amend the statute law in respect of benefits for veterans and the children of deceased veterans,Royal assent,37,2,House Government Bill, ,True,False,6,House,2003-09-18,2003-11-07,50 days,Rey Pagtakhan,Minister of Veterans Affairs,None,Liberal
37-1/C-50,C-50,An Act to amend certain Acts as a result of the accession of the People's Republic of China to the Agreement Establishing the World Trade Organization,Royal assent,37,1,House Government Bill, ,True,False,6,House,2002-02-05,2002-06-13,128 days,Pierre Pettigrew,Minister for International Trade,None,Liberal
36-1/C-50,C-50,"Federal Law-Civil Law Harmonization Act, No. 1",First reading in the House of Commons,36,1,House Government Bill, ,False,False,1,House,1998-06-11,1998-06-11,0 days,Anne Mclellan,Minister of Justice,None,None
35-2/C-50,C-50,An Act respecting an accord between the Governments of Canada and the Yukon Territory relating to the administration and control of and legislative jurisdiction in respect of oil and gas,First reading in the House of Commons,35,2,House Government Bill, ,False,False,1,House,1996-06-13,1996-06-13,0 days,None,Member of Parliament,None,None
35-1/C-50,C-50,An Act to amend the Canadian Wheat Board Act,Royal assent,35,1,House Government Bill, ,True,False,6,House,1994-09-18,1994-11-23,66 days,None,Member of Parliament,None,None
42-1/C-51,C-51,An Act to amend the Criminal Code and the Department of Justice Act and to make consequential amendments to another Act,Royal assent,42,1,House Government Bill, ,True,False,6,House,2017-06-06,2018-12-12,554 days,Jody Wilson Raybould,Minister of Justice,None,None
41-2/C-51,C-51,"Anti-terrorism Act, 2015",Royal assent,41,2,House Government Bill, ,True,False,6,House,2015-01-30,2015-06-17,138 days,Steven Blaney,Minister of Public Safety and Emergency Preparedness,None,Conservative
41-1/C-51,C-51,Safer Witnesses Act,Royal assent,41,1,House Government Bill, ,True,False,6,House,2012-12-11,2013-06-25,196 days,Vic Toews,Minister of Public Safety,None,Conservative
40-3/C-51,C-51,Investigative Powers for the 21st Century Act,First reading in the House of Commons,40,3,House Government Bill, ,False,False,1,House,2010-11-01,2010-11-01,0 days,Rob Nicholson,Minister of Justice,None,Conservative
40-2/C-51,C-51,Economic Recovery Act (stimulus),Royal assent,40,2,House Government Bill, ,True,False,6,House,2009-09-30,2009-12-15,76 days,Jim Flaherty,Minister of Finance,None,Conservative
39-2/C-51,C-51,An Act to amend the Food and Drugs Act and to make consequential amendments to other Acts,First reading in the House of Commons,39,2,House Government Bill, ,False,False,1,House,2008-04-08,2008-04-08,0 days,Tony Clement,Minister of Health,None,Independent
39-1/C-51,C-51,Nunavik Inuit Land Claims Agreement Act,Second reading in the Senate,39,1,House Government Bill, ,False,False,5,House,2007-03-28,2007-06-20,84 days,Jim Prentice,Minister of Indian Affairs and Northern Development,None,Conservative
38-1/C-51,C-51,"An Act to amend the Judges Act, the Federal Courts Act and other Acts",First reading in the House of Commons,38,1,House Government Bill, ,False,False,1,House,2005-05-20,2005-05-20,0 days,Irwin Cotler,Minister of Justice,None,Liberal
37-2/C-51,C-51,An Act to amend the Canada Elections Act and the Income Tax Act,First reading in the House of Commons,37,2,House Government Bill, ,False,False,1,House,2003-10-02,2003-10-02,0 days,Don Boudria,Minister of State and Leader of the Government in the House of Commons,None,Liberal
37-1/C-51,C-51,"Appropriation Act No. 4, 2001-2002",Royal assent,37,1,House Government Bill, ,True,False,6,House,2002-03-19,2002-03-27,8 days,Lucienne Robillard,President of the Treasury Board,None,Liberal
36-1/C-51,C-51,"An Act to amend the Criminal Code, the Controlled Drugs and Substances Act and the Corrections and Conditional Release Act",Royal assent,36,1,House Government Bill, ,True,False,6,House,1998-06-11,1999-03-10,272 days,Anne Mclellan,Minister of Justice,None,None
35-2/C-51,C-51,An Act respecting the water resources of Nunavut,Second reading in the House of Commons,35,2,House Government Bill, ,False,False,2,House,1996-06-13,1996-10-20,129 days,None,Member of Parliament,None,None
35-1/C-51,C-51,An Act to amend the Canada Grain Act and respecting certain regulations made pursuant to that Act,Royal assent,35,1,House Government Bill, ,True,False,6,House,1994-09-21,1994-12-14,84 days,None,Member of Parliament,None,None
42-1/C-52,C-52,Supporting Vested Rights Under Access to Information Act,First reading in the House of Commons,42,1,House Government Bill, ,False,False,1,House,2017-06-09,2017-06-09,0 days,Ralph Goodale,Minister of Public Safety and Emergency Preparedness,None,Liberal
41-2/C-52,C-52,Safe and Accountable Rail Act,Royal assent,41,2,House Government Bill, ,True,False,6,House,2015-02-20,2015-06-18,118 days,Lisa Raitt,Minister of Transport,None,Conservative
41-1/C-52,C-52,Fair Rail Freight Service Act,Royal assent,41,1,House Government Bill, ,True,False,6,House,2012-12-11,2013-06-25,196 days,Denis Lebel,"Minister of Transport, Infrastructure and Communities",None,Conservative
40-3/C-52,C-52,Investigating and Preventing Criminal Electronic Communications Act,First reading in the House of Commons,40,3,House Government Bill, ,False,False,1,House,2010-11-01,2010-11-01,0 days,Vic Toews,Minister of Public Safety,None,Conservative
40-2/C-52,C-52,Retribution on Behalf of Victims of White Collar Crime Act,Second reading in the House of Commons,40,2,House Government Bill, ,False,False,2,House,2009-10-21,2009-10-26,5 days,Rob Nicholson,Minister of Justice,None,Conservative
39-2/C-52,C-52,Canada Consumer Product Safety Act,Second reading in the House of Commons,39,2,House Government Bill, ,False,False,2,House,2008-04-08,2008-05-01,23 days,Tony Clement,Minister of Health,None,Independent
39-1/C-52,C-52,"Budget Implementation Act, 2007",Royal assent,39,1,House Government Bill, ,True,False,6,House,2007-03-29,2007-06-22,85 days,Jim Flaherty,Minister of Finance,None,Conservative
38-1/C-52,C-52,"An Act to amend the Fisheries Act (terms and conditions of permissions, leases and licences)",First reading in the House of Commons,38,1,House Government Bill, ,False,False,1,House,2005-05-20,2005-05-20,0 days,Geoff Regan,Minister of Fisheries and Oceans,None,Liberal
37-2/C-52,C-52,An Act to amend the Radiocommunication Act,First reading in the House of Commons,37,2,House Government Bill, ,False,False,1,House,2003-10-22,2003-10-22,0 days,Allan Rock,Minister of Industry,None,Liberal
37-1/C-52,C-52,"Appropriation Act No. 1, 2002-2003",Royal assent,37,1,House Government Bill, ,True,False,6,House,2002-03-19,2002-03-27,8 days,Lucienne Robillard,President of the Treasury Board,None,Liberal
36-1/C-52,C-52,Comprehensive Nuclear Test-Ban Treaty Implementation Act,Royal assent,36,1,House Government Bill, ,True,False,6,House,1998-09-22,1998-12-02,71 days,Lloyd Axworthy,Minister of Foreign Affairs,None,Liberal
35-2/C-52,C-52,An Act to amend the Royal Canadian Mounted Police Superannuation Act,First reading in the House of Commons,35,2,House Government Bill, ,False,False,1,House,1996-06-17,1996-06-17,0 days,None,Member of Parliament,None,None
35-1/C-52,C-52,An Act to establish the Department of Public Works and Government Services and to amend and repeal certain Acts,Second reading in the House of Commons,35,1,House Government Bill, ,False,False,2,House,1994-09-21,1994-10-25,34 days,None,Member of Parliament,None,None
42-1/C-53,C-53,"Appropriation Act No. 2, 2017-18",Royal assent,42,1,House Government Bill, ,True,False,6,House,2017-06-14,2017-06-21,7 days,Scott Brison,President of the Treasury Board,None,Liberal
41-2/C-53,C-53,Life Means Life Act,First reading in the House of Commons,41,2,House Government Bill, ,False,False,1,House,2015-03-11,2015-03-11,0 days,Peter Gordon Mackay,Minister of Justice,None,None
41-1/C-53,C-53,"Succession to the Throne Act, 2013",Royal assent,41,1,House Government Bill, ,True,False,6,House,2013-01-31,2013-03-26,54 days,Rob Nicholson,Minister of Justice,None,Conservative
40-3/C-53,C-53,Fair and Efficient Criminal Trials Act,First reading in the House of Commons,40,3,House Government Bill, ,False,False,1,House,2010-11-02,2010-11-02,0 days,Rob Nicholson,Minister of Justice,None,Conservative
40-2/C-53,C-53,Protecting Canadians by Ending Early Release for Criminals Act,First reading in the House of Commons,40,2,House Government Bill, ,False,False,1,House,2009-10-26,2009-10-26,0 days,Peter Van Loan,Minister of Public Safety,None,Conservative
39-2/C-53,C-53,An Act to amend the Criminal Code (auto theft and trafficking in property obtained by crime),First reading in the House of Commons,39,2,House Government Bill, ,False,False,1,House,2008-04-14,2008-04-14,0 days,Rob Nicholson,Minister of Justice,None,Conservative
39-1/C-53,C-53,Settlement of International Investment Disputes Act,Second reading in the House of Commons,39,1,House Government Bill, ,False,False,2,House,2007-03-30,2007-05-15,46 days,Peter Gordon Mackay,Minister of Foreign Affairs,None,None
38-1/C-53,C-53,An Act to Amend the Criminal Code (proceeds of crime) and the Controlled Drugs and Substances Act and to make consequential amendments to another Act,Royal assent,38,1,House Government Bill, ,True,False,6,House,2005-05-30,2005-11-25,179 days,Irwin Cotler,Minister of Justice,None,Liberal
37-2/C-53,C-53,An Act to change the names of certain electoral districts,Second reading in the Senate,37,2,House Government Bill, ,False,False,5,House,2003-10-22,2003-10-28,6 days,Don Boudria,Minister of State and Leader of the Government in the House of Commons,None,Liberal
37-1/C-53,C-53,Pest Control Products Act,First reading in the Senate,37,1,House Government Bill, ,False,False,4,House,2002-03-21,2002-06-13,84 days,Anne Mclellan,Minister of Health,None,None
36-1/C-53,C-53,Canada Small Business Financing Act,Royal assent,36,1,House Government Bill, ,True,False,6,House,1998-09-22,1998-12-09,78 days,John Manley,Minister of Industry,None,Liberal
35-2/C-53,C-53,An Act to amend the Prisons and Reformatories Act,Royal assent,35,2,House Government Bill, ,True,False,6,House,1996-06-17,1997-02-18,246 days,None,Member of Parliament,None,None
35-1/C-53,C-53,An Act to establish the Department of Canadian Heritage and to amend and repeal certain other Acts,Royal assent,35,1,House Government Bill, ,True,False,6,House,1994-09-22,1995-06-14,265 days,None,Member of Parliament,None,None
42-1/C-54,C-54,"Appropriation Act No. 3, 2017-18",Royal assent,42,1,House Government Bill, ,True,False,6,House,2017-06-14,2017-06-21,7 days,Scott Brison,President of the Treasury Board,None,Liberal
41-2/C-54,C-54,"Appropriation Act No. 5, 2014-15",Royal assent,41,2,House Government Bill, ,True,False,6,House,2015-03-24,2015-03-30,6 days,Tony Clement,President of the Treasury Board,None,Independent
41-1/C-54,C-54,Not Criminally Responsible Reform Act,First reading in the Senate,41,1,House Government Bill, ,False,False,4,House,2013-02-08,2013-06-18,130 days,Rob Nicholson,Minister of Justice,None,Conservative
40-3/C-54,C-54,Protecting Children from Sexual Predators Act,Second reading in the Senate,40,3,House Government Bill, ,False,False,5,House,2010-11-04,2011-03-23,139 days,Rob Nicholson,Minister of Justice,None,Conservative
40-2/C-54,C-54,Protecting Canadians by Ending Sentence Discounts for Multiple Murders Act,First reading in the House of Commons,40,2,House Government Bill, ,False,False,1,House,2009-10-28,2009-10-28,0 days,Rob Nicholson,Minister of Justice,None,Conservative
39-2/C-54,C-54,Human Pathogens and Toxins Act,First reading in the House of Commons,39,2,House Government Bill, ,False,False,1,House,2008-04-29,2008-04-29,0 days,Tony Clement,Minister of Health,None,Independent
39-1/C-54,C-54,An Act to amend the Canada Elections Act (accountability with respect to loans),Second reading in the House of Commons,39,1,House Government Bill, ,False,False,2,House,2007-05-08,2007-05-28,20 days,Peter Van Loan,Leader of the Government in the House of Commons and Minister for Democratic Reform,None,Conservative
38-1/C-54,C-54,First Nations Oil and Gas and Moneys Management Act,Royal assent,38,1,House Government Bill, ,True,False,6,House,2005-06-01,2005-11-25,177 days,Andy Scott,Minister of Indian Affairs and Northern Development,None,Liberal
37-2/C-54,C-54,"An Act to amend the Federal-Provincial Fiscal Arrangements Act and the Federal-Provincial Fiscal Arrangements Regulations, 1999",Second reading in the House of Commons,37,2,House Government Bill, ,False,False,2,House,2003-10-23,2003-11-04,12 days,John Manley,Minister of Finance,None,Liberal
37-1/C-54,C-54,Physical Activity and Sport Act,Third reading in the House of Commons,37,1,House Government Bill, ,False,False,3,House,2002-04-10,2002-06-18,69 days,Sheila Copps,Minister of Canadian Heritage,None,Liberal
36-1/C-54,C-54,Personal Information Protection and Electronic Documents Act,Second reading in the House of Commons,36,1,House Government Bill, ,False,False,2,House,1998-09-30,1998-11-02,33 days,John Manley,Minister of Industry,None,Liberal
35-2/C-54,C-54,An Act to amend the Foreign Extraterritorial Measures Act,Royal assent,35,2,House Government Bill, ,True,False,6,House,1996-09-15,1996-11-27,73 days,None,Member of Parliament,None,None
35-1/C-54,C-54,"An Act to amend the Old Age Security Act, the Canada Pension Plan, the Children's Special Allowances Act and the Unemployment Insurance Act",Royal assent,35,1,House Government Bill, ,True,False,6,House,1994-10-06,1995-07-12,279 days,None,Member of Parliament,None,None
42-1/C-55,C-55,An Act to amend the Oceans Act and the Canada Petroleum Resources Act,Royal assent,42,1,House Government Bill, ,True,False,6,House,2017-06-15,2019-05-26,710 days,Dominic Leblanc,"Minister of Fisheries, Oceans and the Canadian Coast Guard",None,None
41-2/C-55,C-55,"Appropriation Act No. 1, 2015-16",Royal assent,41,2,House Government Bill, ,True,False,6,House,2015-03-24,2015-03-30,6 days,Tony Clement,President of the Treasury Board,None,Independent
41-1/C-55,C-55,Response to the Supreme Court of Canada Decision in R. v. Tse Act,Royal assent,41,1,House Government Bill, ,True,False,6,House,2013-02-11,2013-03-26,43 days,Rob Nicholson,Minister of Justice,None,Conservative
40-3/C-55,C-55,Enhanced New Veterans Charter Act,Royal assent,40,3,House Government Bill, ,True,False,6,House,2010-11-17,2011-03-24,127 days,Jean Pierre Blackburn,Minister of Veterans Affairs and Minister of State (Agriculture),None,None
40-2/C-55,C-55,Response to the Supreme Court of Canada Decision in R. v. Shoker Act,First reading in the House of Commons,40,2,House Government Bill, ,False,False,1,House,2009-10-30,2009-10-30,0 days,Rob Nicholson,Minister of Justice,None,Conservative
39-2/C-55,C-55,Canada-EFTA Free Trade Agreement Implementation Act,Second reading in the House of Commons,39,2,House Government Bill, ,False,False,2,House,2008-05-05,2008-05-28,23 days,David Emerson,Minister of International Trade,None,Conservative
39-1/C-55,C-55,An Act to amend the Canada Elections Act (expanded voting opportunities) and to make a consequential amendment to the Referendum Act,Second reading in the House of Commons,39,1,House Government Bill, ,False,False,2,House,2007-05-09,2007-06-01,23 days,Peter Van Loan,Leader of the Government in the House of Commons and Minister for Democratic Reform,None,Conservative
38-1/C-55,C-55,Wage Earner Protection Program Act,Royal assent,38,1,House Government Bill, ,True,False,6,House,2005-06-03,2005-11-25,175 days,David Emerson,Minister of Industry,None,Conservative
37-2/C-55,C-55,"Appropriation Act No. 3, 2003-2004",Royal assent,37,2,House Government Bill, ,True,False,6,House,2003-10-27,2003-11-07,11 days,Lucienne Robillard,President of the Treasury Board,None,Liberal
37-1/C-55,C-55,"Public Safety Act, 2002",First reading in the House of Commons,37,1,House Government Bill, ,False,False,1,House,2002-04-29,2002-04-29,0 days,David Collenette,Minister of Transport,None,Liberal
36-1/C-55,C-55,Foreign Publishers Advertising Services Act,Royal assent,36,1,House Government Bill, ,True,False,6,House,1998-10-07,1999-06-16,252 days,Sheila Copps,Minister of Canadian Heritage,None,Liberal
35-2/C-55,C-55,"An Act to amend the Criminal Code (high risk offenders), the Corrections and Conditional Release Act, the Criminal Records Act, the Prisons and Reformatories Act and the Department of the Solicitor General Act",Royal assent,35,2,House Government Bill, ,True,False,6,House,1996-09-16,1997-04-24,220 days,None,Member of Parliament,None,None
35-1/C-55,C-55,An Act to establish a board having jurisdiction concerning disputes respecting surface rights in respect of land in the Yukon Territory and to amend other Acts in relation thereto,Royal assent,35,1,House Government Bill, ,True,False,6,House,1994-10-06,1994-12-14,69 days,None,Member of Parliament,None,None
42-1/C-56,C-56,An Act to amend the Corrections and Conditional Release Act and the Abolition of Early Parole Act,First reading in the House of Commons,42,1,House Government Bill, ,False,False,1,House,2017-06-19,2017-06-19,0 days,Ralph Goodale,Minister of Public Safety and Emergency Preparedness,None,Liberal
41-2/C-56,C-56,Statutory Release Reform Act,First reading in the House of Commons,41,2,House Government Bill, ,False,False,1,House,2015-03-27,2015-03-27,0 days,Steven Blaney,Minister of Public Safety and Emergency Preparedness,None,Conservative
41-1/C-56,C-56,Combating Counterfeit Products Act,Second reading in the House of Commons,41,1,House Government Bill, ,False,False,2,House,2013-03-01,2013-06-12,103 days,Christian Paradis,Minister of Industry and Minister of State (Agriculture),None,Conservative
40-3/C-56,C-56,"Preventing the Trafficking, Abuse and Exploitation of Vulnerable Immigrants Act",First reading in the House of Commons,40,3,House Government Bill, ,False,False,1,House,2010-11-19,2010-11-19,0 days,Jason Kenney,"Minister of Citizenship, Immigration and Multiculturalism",None,Conservative
40-2/C-56,C-56,Fairness for the Self-Employed Act,Royal assent,40,2,House Government Bill, ,True,False,6,House,2009-11-03,2009-12-15,42 days,Diane Finley,Minister of Human Resources and Skills Development,None,Conservative
39-2/C-56,C-56,"An Act to amend the Transportation of Dangerous Goods Act, 1992",First reading in the House of Commons,39,2,House Government Bill, ,False,False,1,House,2008-05-26,2008-05-26,0 days,Lawrence Cannon,"Minister of Transport, Infrastructure and Communities",None,Conservative
39-1/C-56,C-56,"Constitution Act, 2007 (Democratic representation)",First reading in the House of Commons,39,1,House Government Bill, ,False,False,1,House,2007-05-11,2007-05-11,0 days,Peter Van Loan,Leader of the Government in the House of Commons and Minister for Democratic Reform,None,Conservative
38-1/C-56,C-56,Labrador Inuit Land Claims Agreement Act,Royal assent,38,1,House Government Bill, ,True,False,6,House,2005-06-06,2005-06-23,17 days,Andy Scott,Minister of Indian Affairs and Northern Development,None,Liberal
37-2/C-56,C-56,An Act to amend the Patent Act and the Food and Drugs Act,Second reading in the House of Commons,37,2,House Government Bill, ,False,False,2,House,2003-11-06,2003-11-07,1 days,Jean Chretien,Prime Minister,None,None
37-1/C-56,C-56,Assisted Human Reproduction Act,Second reading in the House of Commons,37,1,House Government Bill, ,False,False,2,House,2002-05-09,2002-05-28,19 days,Anne Mclellan,Minister of Health,None,None
36-1/C-56,C-56,Manitoba Claim Settlements Implementation Act,Second reading in the House of Commons,36,1,House Government Bill, ,False,False,2,House,1998-10-21,1998-11-25,35 days,Jane Stewart,Minister of Indian Affairs and Northern Development,None,Liberal
35-2/C-56,C-56,"Appropriation Act No. 2, 1996-97",Royal assent,35,2,House Government Bill, ,True,False,6,House,1996-09-17,1996-10-21,34 days,None,None,None,None
35-1/C-56,C-56,An Act to amend the Canadian Environmental Assessment Act,Royal assent,35,1,House Government Bill, ,True,False,6,House,1994-10-23,1994-12-14,52 days,None,Member of Parliament,None,None
42-1/C-57,C-57,An Act to amend the Federal Sustainable Development Act,Royal assent,42,1,House Government Bill, ,True,False,6,House,2017-06-19,2019-02-28,619 days,Catherine Mckenna,Minister of Environment and Climate Change,None,None
41-2/C-57,C-57,Support for Families Act,First reading in the House of Commons,41,2,House Government Bill, ,False,False,1,House,2015-03-27,2015-03-27,0 days,Joe Oliver,Minister of Finance,None,Conservative
41-1/C-57,C-57,Safeguarding Canada's Seas and Skies Act,First reading in the House of Commons,41,1,House Government Bill, ,False,False,1,House,2013-03-18,2013-03-18,0 days,Denis Lebel,"Minister of Transport, Infrastructure and Communities and Minister of the Economic Development Agency of Canada for the Regions of Quebec",None,Conservative
40-3/C-57,C-57,Improving Trade Within Canada Act,First reading in the House of Commons,40,3,House Government Bill, ,False,False,1,House,2010-11-25,2010-11-25,0 days,Rob Moore,Minister of State (Small Business and Tourism),None,Conservative
40-2/C-57,C-57,Canada-Jordan Free Trade Act,First reading in the House of Commons,40,2,House Government Bill, ,False,False,1,House,2009-11-17,2009-11-17,0 days,Stockwell Day,Minister of International Trade and Minister for the Asia-Pacific Gateway,None,Conservative
39-2/C-57,C-57,An Act to amend the Canadian Wheat Board Act (election of directors),First reading in the House of Commons,39,2,House Government Bill, ,False,False,1,House,2008-05-27,2008-05-27,0 days,Gerry Ritz,Minister of Agriculture and Agri-Food and Minister for the Canadian Wheat Board,None,Conservative
39-1/C-57,C-57,An Act to amend the Immigration and Refugee Protection Act,Second reading in the House of Commons,39,1,House Government Bill, ,False,False,2,House,2007-05-16,2007-06-05,20 days,Diane Finley,Minister of Citizenship and Immigration,None,Conservative
38-1/C-57,C-57,An Act to amend certain Acts in relation to financial institutions,Royal assent,38,1,House Government Bill, ,True,False,6,House,2005-06-06,2005-11-25,172 days,Ralph Goodale,Minister of Finance,None,Liberal
37-2/C-57,C-57,Westbank First Nation Self-Government Act,Second reading in the House of Commons,37,2,House Government Bill, ,False,False,2,House,2003-11-06,2003-11-07,1 days,Robert D Nault,Minister of Indian Affairs and Northern Development,None,None
37-1/C-57,C-57,An Act to amend the Nuclear Safety and Control Act,First reading in the House of Commons,37,1,House Government Bill, ,False,False,1,House,2002-05-31,2002-05-31,0 days,Herb Dhaliwal,Minister of Natural Resources,None,Liberal
36-1/C-57,C-57,An Act to amend the Nunavut Act with respect to the Nunavut Court of Justice and to amend other Acts in consequence,Royal assent,36,1,House Government Bill, ,True,False,6,House,1998-10-21,1999-03-10,140 days,Anne Mclellan,Minister of Justice,None,None
35-2/C-57,C-57,An Act to amend the Bell Canada Act,Royal assent,35,2,House Government Bill, ,True,False,6,House,1996-09-18,1997-02-18,153 days,None,Member of Parliament,None,None
35-1/C-57,C-57,An Act to implement the Agreement Establishing the World Trade Organization,Royal assent,35,1,House Government Bill, ,True,False,6,House,1994-10-24,1994-12-14,51 days,None,Member of Parliament,None,None
