Id,Code,Title,LatestStageName,ParliamentNumber,SessionNumber,BillType,ReceivedRoyalAssent,Ongoing,ReadingsPassed,BillOrigin,FirstStageDate,LastStageDate,TimeDebated
42-1/C-42,C-42,Veterans Well-being Act,First reading in the House of Commons,42,1,House Government Bill,False,False,1,House,2017-03-24,2017-03-24,0 days
41-2/C-42,C-42,Common Sense Firearms Licensing Act,Royal assent,41,2,House Government Bill,True,False,6,House,2014-10-07,2015-06-17,253 days
41-1/C-42,C-42,Enhancing Royal Canadian Mounted Police Accountability Act,Royal assent,41,1,House Government Bill,True,False,6,House,2012-06-20,2013-06-18,363 days
40-3/C-42,C-42,Strengthening Aviation Security Act,Royal assent,40,3,House Government Bill,True,False,6,House,2010-06-17,2011-03-22,278 days
40-2/C-42,C-42,Ending Conditional Sentences for Property and Other Serious Crimes Act,Second reading in the House of Commons,40,2,House Government Bill,False,False,2,House,2009-06-15,2009-10-26,133 days
39-2/C-42,C-42,An Act to amend the Museums Act and to make consequential amendments to other Acts,Royal assent,39,2,House Government Bill,True,False,6,House,2008-02-11,2008-03-13,31 days
39-1/C-42,C-42,An Act to amend the Quarantine Act,Royal assent,39,1,House Government Bill,True,False,6,House,2006-12-12,2007-06-22,192 days
38-1/C-42,C-42,"Appropriation Act No. 1, 2005-2006",Royal assent,38,1,House Government Bill,True,False,6,House,2005-03-21,2005-03-23,2 days
37-2/C-42,C-42,Antarctic Environmental Protection Act,Royal assent,37,2,House Government Bill,True,False,6,House,2003-06-06,2003-10-20,136 days
37-1/C-42,C-42,Public Safety Act,First reading in the House of Commons,37,1,House Government Bill,False,False,1,House,2001-11-22,2001-11-22,0 days
36-2/C-42,C-42,"Appropriation Act No. 2, 2000-2001",Royal assent,36,2,House Government Bill,True,False,6,House,2000-06-14,2000-06-28,14 days
36-1/C-42,C-42,An Act to amend the Tobacco Act,Royal assent,36,1,House Government Bill,True,False,6,House,1998-06-02,1998-12-09,190 days
35-2/C-42,C-42,An Act to amend the Judges Act and to make consequential amendments to another Act,Royal assent,35,2,House Government Bill,True,False,6,House,1996-05-29,1996-11-27,182 days
35-1/C-42,C-42,An Act to amend the Criminal Code and other Acts (miscellaneous matters),Royal assent,35,1,House Government Bill,True,False,6,House,1994-06-14,1994-12-14,183 days
42-1/C-43,C-43,An Act respecting a payment to be made out of the Consolidated Revenue Fund to support a pan-Canadian artificial intelligence strategy,First reading in the House of Commons,42,1,House Government Bill,False,False,1,House,2017-03-24,2017-03-24,0 days
41-2/C-43,C-43,"Economic Action Plan 2014 Act, No. 2",Royal assent,41,2,House Government Bill,True,False,6,House,2014-10-23,2014-12-15,53 days
41-1/C-43,C-43,Faster Removal of Foreign Criminals Act,Royal assent,41,1,House Government Bill,True,False,6,House,2012-06-20,2013-06-18,363 days
40-3/C-43,C-43,Royal Canadian Mounted Police Modernization Act,First reading in the House of Commons,40,3,House Government Bill,False,False,1,House,2010-06-17,2010-06-17,0 days
40-2/C-43,C-43,Strengthening Canada's Corrections System Act,Second reading in the House of Commons,40,2,House Government Bill,False,False,2,House,2009-06-16,2009-10-29,135 days
39-2/C-43,C-43,An Act to amend the Customs Act,First reading in the House of Commons,39,2,House Government Bill,False,False,1,House,2008-02-15,2008-02-15,0 days
39-1/C-43,C-43,Senate Appointment Consultations Act,First reading in the House of Commons,39,1,House Government Bill,False,False,1,House,2006-12-13,2006-12-13,0 days
38-1/C-43,C-43,"Budget Implementation Act, 2005",Royal assent,38,1,House Government Bill,True,False,6,House,2005-03-24,2005-06-28,96 days
37-2/C-43,C-43,An Act to amend the Fisheries Act,First reading in the House of Commons,37,2,House Government Bill,False,False,1,House,2003-06-11,2003-06-11,0 days
37-1/C-43,C-43,An Act to amend certain Acts and instruments and to repeal the Fisheries Prices Support Act,Royal assent,37,1,House Government Bill,True,False,6,House,2001-11-22,2002-06-13,203 days
36-2/C-43,C-43,"An Act to amend the Income Tax Act, the Income Tax Application Rules and certain Acts related to the Income Tax Act",First reading in the House of Commons,36,2,House Government Bill,False,False,1,House,2000-09-19,2000-09-19,0 days
36-1/C-43,C-43,Canada Customs and Revenue Agency Act,Royal assent,36,1,House Government Bill,True,False,6,House,1998-06-03,1999-04-28,329 days
35-2/C-43,C-43,An Act to amend the Railway Safety Act and to make a consequential amendment to another Act,First reading in the House of Commons,35,2,House Government Bill,False,False,1,House,1996-05-29,1996-05-29,0 days
35-1/C-43,C-43,An Act to amend the Lobbyists Registration Act and to make related amendments to other Acts,Royal assent,35,1,House Government Bill,True,False,6,House,1994-06-15,1995-06-14,364 days
42-1/C-44,C-44,"Budget Implementation Act, 2017, No. 1",Royal assent,42,1,House Government Bill,True,False,6,House,2017-04-11,2017-06-21,71 days
41-2/C-44,C-44,Protection of Canada from Terrorists Act,Royal assent,41,2,House Government Bill,True,False,6,House,2014-10-27,2015-04-22,177 days
41-1/C-44,C-44,Helping Families in Need Act,Royal assent,41,1,House Government Bill,True,False,6,House,2012-09-20,2012-12-13,84 days
40-3/C-44,C-44,"Appropriation Act No. 2, 2010-2011",Royal assent,40,3,House Government Bill,True,False,6,House,2010-06-17,2010-06-29,12 days
40-2/C-44,C-44,An Act to amend the Canada Post Corporation Act,First reading in the House of Commons,40,2,House Government Bill,False,False,1,House,2009-06-17,2009-06-17,0 days
39-2/C-44,C-44,An Act to amend the Agricultural Marketing Programs Act,Royal assent,39,2,House Government Bill,True,False,6,House,2008-02-25,2008-02-28,3 days
39-1/C-44,C-44,An Act to amend the Canadian Human Rights Act,Second reading in the House of Commons,39,1,House Government Bill,False,False,2,House,2006-12-13,2007-02-21,70 days
38-1/C-44,C-44,Transportation Amendment Act,First reading in the House of Commons,38,1,House Government Bill,False,False,1,House,2005-03-24,2005-03-24,0 days
37-2/C-44,C-44,Injured Military Members Compensation Act,Royal assent,37,2,House Government Bill,True,False,6,House,2003-06-11,2003-06-19,8 days
37-1/C-44,C-44,An Act to amend the Aeronautics Act,Royal assent,37,1,House Government Bill,True,False,6,House,2001-11-28,2001-12-18,20 days
36-2/C-44,C-44,An Act to amend the Employment Insurance Act,First reading in the House of Commons,36,2,House Government Bill,False,False,1,House,2000-09-27,2000-09-27,0 days
36-1/C-44,C-44,Administrative Tribunals (Remedial and Disciplinary Measures) Act,First reading in the House of Commons,36,1,House Government Bill,False,False,1,House,1998-06-07,1998-06-07,0 days
35-2/C-44,C-44,"An Act for making the system of Canadian ports competitive, efficient and commercially oriented, providing for the establishing of port authorities and the divesting of certain harbours and ports, for the commercialization of the St. Lawrence Seaway and ferry services and other matters related to maritime trade and transport and amending the pilotage Act and amending and repealing other Acts as a consequence",Second reading in the Senate,35,2,House Government Bill,False,False,5,House,1996-06-09,1997-04-21,316 days
35-1/C-44,C-44,An Act to amend the Immigration Act and the Citizenship Act and to make a consequential amendment to the Customs Act,Royal assent,35,1,House Government Bill,True,False,6,House,1994-06-16,1995-06-14,363 days
42-1/C-45,C-45,Cannabis Act,Royal assent,42,1,House Government Bill,True,False,6,House,2017-04-13,2018-06-20,433 days
41-2/C-45,C-45,"Appropriation Act No. 4, 2014-15",Royal assent,41,2,House Government Bill,True,False,6,House,2014-12-03,2014-12-15,12 days
41-1/C-45,C-45,"Jobs and Growth Act, 2012",Royal assent,41,1,House Government Bill,True,False,6,House,2012-10-18,2012-12-13,56 days
40-3/C-45,C-45,"Appropriation Act No. 3, 2010-2011",Royal assent,40,3,House Government Bill,True,False,6,House,2010-06-17,2010-06-29,12 days
40-2/C-45,C-45,An Act to amend the Immigration and Refugee Protection Act,First reading in the House of Commons,40,2,House Government Bill,False,False,1,House,2009-06-17,2009-06-17,0 days
39-2/C-45,C-45,An Act to amend the National Defence Act and to make consequential amendments to other Acts,First reading in the House of Commons,39,2,House Government Bill,False,False,1,House,2008-03-03,2008-03-03,0 days
39-1/C-45,C-45,"Fisheries Act, 2007",First reading in the House of Commons,39,1,House Government Bill,False,False,1,House,2006-12-13,2006-12-13,0 days
38-1/C-45,C-45,Canadian Forces Members and Veterans Re-establishment and Compensation Act,Royal assent,38,1,House Government Bill,True,False,6,House,2005-04-20,2005-05-13,23 days
37-2/C-45,C-45,An Act to amend the Criminal Code (criminal liability of organizations),Royal assent,37,2,House Government Bill,True,False,6,House,2003-06-12,2003-11-07,148 days
37-1/C-45,C-45,"Appropriation Act No. 3, 2001-2002",Royal assent,37,1,House Government Bill,True,False,6,House,2001-12-04,2001-12-18,14 days
36-2/C-45,C-45,"Canada Health Care, Early Childhood Development and Other Social Services Funding Act",Royal assent,36,2,House Government Bill,True,False,6,House,2000-10-03,2000-10-19,16 days
36-1/C-45,C-45,"Appropriation Act No. 2, 1998-99",Royal assent,36,1,House Government Bill,True,False,6,House,1998-06-08,1998-06-17,9 days
35-2/C-45,C-45,An Act to amend the Criminal Code (judicial review of parole ineligibility) and another Act,Royal assent,35,2,House Government Bill,True,False,6,House,1996-06-10,1996-12-17,190 days
35-1/C-45,C-45,"An Act to amend the Corrections and Conditional Release Act, the Criminal Code, the Criminal Records Act, the Prisons and Reformatories Act and the Transfer of Offenders Act",Royal assent,35,1,House Government Bill,True,False,6,House,1994-06-20,1995-12-14,542 days
42-1/C-46,C-46,An Act to amend the Criminal Code (offences relating to conveyances) and  to make consequential amendments to other Acts,Royal assent,42,1,House Government Bill,True,False,6,House,2017-04-13,2018-06-20,433 days
41-2/C-46,C-46,Pipeline Safety Act,Royal assent,41,2,House Government Bill,True,False,6,House,2014-12-08,2015-06-17,191 days
41-1/C-46,C-46,Pension Reform Act,Royal assent,41,1,House Government Bill,True,False,6,House,2012-10-19,2012-10-31,12 days
40-3/C-46,C-46,Canada-Panama Free Trade Act,Second reading in the House of Commons,40,3,House Government Bill,False,False,2,House,2010-09-23,2010-10-26,33 days
40-2/C-46,C-46,Investigative Powers for the 21st Century Act,Second reading in the House of Commons,40,2,House Government Bill,False,False,2,House,2009-06-18,2009-10-27,131 days
39-2/C-46,C-46,"An Act to amend the Canadian Wheat Board Act and chapter 17 of the Statutes of Canada, 1998",First reading in the House of Commons,39,2,House Government Bill,False,False,1,House,2008-03-03,2008-03-03,0 days
39-1/C-46,C-46,"Railway Continuation Act, 2007",Royal assent,39,1,House Government Bill,True,False,6,House,2007-02-23,2007-04-18,54 days
38-1/C-46,C-46,An Act to amend the Corrections and Conditional Release Act and the Criminal Code,First reading in the House of Commons,38,1,House Government Bill,False,False,1,House,2005-04-20,2005-04-20,0 days
37-2/C-46,C-46,An Act to amend the Criminal Code (capital markets fraud and evidence-gathering),First reading in the Senate,37,2,House Government Bill,False,False,4,House,2003-06-12,2003-11-05,146 days
37-1/C-46,C-46,An Act to amend the Criminal Code (alcohol ignition interlock device programs),Royal assent,37,1,House Government Bill,True,False,6,House,2001-12-05,2001-12-18,13 days
36-2/C-46,C-46,Canada Foundation for Sustainable Development Technology Act,First reading in the House of Commons,36,2,House Government Bill,False,False,1,House,2000-10-03,2000-10-03,0 days
36-1/C-46,C-46,"Appropriation Act No. 3, 1998-99",Royal assent,36,1,House Government Bill,True,False,6,House,1998-06-08,1998-06-17,9 days
35-2/C-46,C-46,An Act to amend the Criminal Code (production of records in sexual offence proceedings),Royal assent,35,2,House Government Bill,True,False,6,House,1996-06-11,1997-04-24,317 days
35-1/C-46,C-46,An Act to establish the Department of Industry and to amend and repeal certain other Acts,Royal assent,35,1,House Government Bill,True,False,6,House,1994-09-18,1995-03-15,178 days
42-1/C-47,C-47,An Act to amend the Export and Import Permits Act and the Criminal Code (amendments permitting the accession to the Arms Trade Treaty and other amendments),Royal assent,42,1,House Government Bill,True,False,6,House,2017-04-13,2018-12-12,608 days
41-2/C-47,C-47,"Miscellaneous Statute Law Amendment Act, 2014",Royal assent,41,2,House Government Bill,True,False,6,House,2014-12-08,2015-02-25,79 days
41-1/C-47,C-47,Northern Jobs and Growth Act,Royal assent,41,1,House Government Bill,True,False,6,House,2012-11-06,2013-06-18,224 days
40-3/C-47,C-47,Sustaining Canada's Economic Recovery Act,Royal assent,40,3,House Government Bill,True,False,6,House,2010-09-30,2010-12-14,75 days
40-2/C-47,C-47,Technical Assistance for Law Enforcement in the 21st Century Act,Second reading in the House of Commons,40,2,House Government Bill,False,False,2,House,2009-06-18,2009-10-29,133 days
39-2/C-47,C-47,Family Homes on Reserves and Matrimonial Interests or Rights Act,Second reading in the House of Commons,39,2,House Government Bill,False,False,2,House,2008-03-04,2008-05-15,72 days
39-1/C-47,C-47,Olympic and Paralympic Marks Act,Royal assent,39,1,House Government Bill,True,False,6,House,2007-03-02,2007-06-22,112 days
38-1/C-47,C-47,An Act to amend the Air Canada Public Participation Act,Second reading in the House of Commons,38,1,House Government Bill,False,False,2,House,2005-05-02,2005-11-03,185 days
37-2/C-47,C-47,"Appropriation Act No. 2, 2003-2004",Royal assent,37,2,House Government Bill,True,False,6,House,2003-06-12,2003-06-19,7 days
37-1/C-47,C-47,"Excise Act, 2001",Royal assent,37,1,House Government Bill,True,False,6,House,2001-12-06,2002-06-12,188 days
36-1/C-47,C-47,"An Act to amend the Parliament of Canada Act, the Members of Parliament Retiring Allowances Act and the Salaries Act",Royal assent,36,1,House Government Bill,True,False,6,House,1998-06-10,1998-06-17,7 days
35-2/C-47,C-47,An Act respecting human reproductive technologies and commercial transactions relating to human reproduction,Second reading in the House of Commons,35,2,House Government Bill,False,False,2,House,1996-06-13,1996-11-04,144 days
35-1/C-47,C-47,An Act to amend the Department of External Affairs Act and to make related amendments to other Acts,Royal assent,35,1,House Government Bill,True,False,6,House,1994-09-18,1995-03-25,188 days
42-1/C-48,C-48,Oil Tanker Moratorium Act,Royal assent,42,1,House Government Bill,True,False,6,House,2017-05-12,2019-06-20,769 days
41-2/C-48,C-48,Modernization of Canada's Grain Industry Act,First reading in the House of Commons,41,2,House Government Bill,False,False,1,House,2014-12-09,2014-12-09,0 days
41-1/C-48,C-48,"Technical Tax Amendments Act, 2012",Royal assent,41,1,House Government Bill,True,False,6,House,2012-11-21,2013-06-25,216 days
40-3/C-48,C-48,Protecting Canadians by Ending Sentence Discounts for Multiple Murders Act,Royal assent,40,3,House Government Bill,True,False,6,House,2010-10-05,2011-03-22,168 days
40-2/C-48,C-48,"Appropriation Act No. 2, 2009-2010",Royal assent,40,2,House Government Bill,True,False,6,House,2009-06-19,2009-06-23,4 days
39-2/C-48,C-48,"Appropriation Act No. 4, 2007-2008",Royal assent,39,2,House Government Bill,True,False,6,House,2008-03-11,2008-03-13,2 days
39-1/C-48,C-48,An Act to amend the Criminal Code in order to implement the United Nations Convention against Corruption,Royal assent,39,1,House Government Bill,True,False,6,House,2007-03-22,2007-05-31,70 days
38-1/C-48,C-48,An Act to authorize the Minister of Finance to make certain payments,Royal assent,38,1,House Government Bill,True,False,6,House,2005-05-06,2005-07-20,75 days
37-2/C-48,C-48,An Act to amend the Income Tax Act (natural resources),Royal assent,37,2,House Government Bill,True,False,6,House,2003-06-13,2003-11-07,147 days
37-1/C-48,C-48,An Act to amend the Copyright Act,Third reading in the House of Commons,37,1,House Government Bill,False,False,3,House,2001-12-12,2002-06-18,188 days
36-1/C-48,C-48,Marine Conservation Areas Act,Second reading in the House of Commons,36,1,House Government Bill,False,False,2,House,1998-06-10,1998-11-30,173 days
35-2/C-48,C-48,"An Act to amend the Federal Court Act, the Judges Act and the Tax Court of Canada Act",Royal assent,35,2,House Government Bill,True,False,6,House,1996-06-13,1996-06-19,6 days
35-1/C-48,C-48,An Act to establish the Department of Natural Resources and to amend related Acts,Royal assent,35,1,House Government Bill,True,False,6,House,1994-09-18,1994-12-14,87 days
42-1/C-49,C-49,Transportation Modernization Act,Royal assent,42,1,House Government Bill,True,False,6,House,2017-05-16,2018-05-22,371 days
41-2/C-49,C-49,Price Transparency Act,First reading in the House of Commons,41,2,House Government Bill,False,False,1,House,2014-12-09,2014-12-09,0 days
41-1/C-49,C-49,Canadian Museum of History Act,Second reading in the House of Commons,41,1,House Government Bill,False,False,2,House,2012-11-27,2013-05-29,183 days
40-3/C-49,C-49,Preventing Human Smugglers from Abusing Canada's Immigration System Act,First reading in the House of Commons,40,3,House Government Bill,False,False,1,House,2010-10-21,2010-10-21,0 days
40-2/C-49,C-49,"Appropriation Act No. 3, 2009-2010",Royal assent,40,2,House Government Bill,True,False,6,House,2009-06-19,2009-06-23,4 days
39-2/C-49,C-49,"Appropriation Act No. 1, 2008-2009",Royal assent,39,2,House Government Bill,True,False,6,House,2008-03-11,2008-03-13,2 days
39-1/C-49,C-49,"Appropriation Act No. 4, 2006-2007",Royal assent,39,1,House Government Bill,True,False,6,House,2007-03-22,2007-03-29,7 days
38-1/C-49,C-49,An Act to amend the Criminal Code (trafficking in persons),Royal assent,38,1,House Government Bill,True,False,6,House,2005-05-12,2005-11-25,197 days
37-2/C-49,C-49,An Act respecting the effective date of the representation order of 2003,Third reading in the House of Commons,37,2,House Government Bill,False,False,4,House,2003-09-15,2003-10-23,38 days
37-1/C-49,C-49,"Budget Implementation Act, 2001",Royal assent,37,1,House Government Bill,True,False,6,House,2002-02-05,2002-03-27,50 days
36-1/C-49,C-49,First Nations Land Management Act,Royal assent,36,1,House Government Bill,True,False,6,House,1998-06-10,1999-06-16,371 days
35-2/C-49,C-49,"An Act to authorize remedial and disciplinary measures in relation to members of certain administrative tribunals, to reorganize and dissolve certain federal agencies and to make consequential amendments to other Acts",First reading in the House of Commons,35,2,House Government Bill,False,False,1,House,1996-06-13,1996-06-13,0 days
35-1/C-49,C-49,An Act to amend the Department of Agriculture Act and to amend or repeal certain other Acts,Royal assent,35,1,House Government Bill,True,False,6,House,1994-09-18,1994-11-23,66 days
42-1/C-50,C-50,An Act to amend the Canada Elections Act (political financing),Royal assent,42,1,House Government Bill,True,False,6,House,2017-05-31,2018-06-20,385 days
41-2/C-50,C-50,Citizen Voting Act,Second reading in the House of Commons,41,2,House Government Bill,False,False,2,House,2014-12-10,2015-05-04,145 days
41-1/C-50,C-50,"Appropriation Act No. 4, 2012-13",Royal assent,41,1,House Government Bill,True,False,6,House,2012-12-09,2012-12-13,4 days
40-3/C-50,C-50,Improving Access to Investigative Tools for Serious Crimes Act,First reading in the House of Commons,40,3,House Government Bill,False,False,1,House,2010-10-29,2010-10-29,0 days
40-2/C-50,C-50,An Act to amend the Employment Insurance Act and to increase benefits,Royal assent,40,2,House Government Bill,True,False,6,House,2009-09-16,2009-11-05,50 days
39-2/C-50,C-50,"Budget Implementation Act, 2008",Royal assent,39,2,House Government Bill,True,False,6,House,2008-03-14,2008-06-18,96 days
39-1/C-50,C-50,"Appropriation Act No. 1, 2007-2008",Royal assent,39,1,House Government Bill,True,False,6,House,2007-03-22,2007-03-29,7 days
38-1/C-50,C-50,An Act to amend the Criminal Code in respect of cruelty to animals,First reading in the House of Commons,38,1,House Government Bill,False,False,1,House,2005-05-16,2005-05-16,0 days
37-2/C-50,C-50,An Act to amend the statute law in respect of benefits for veterans and the children of deceased veterans,Royal assent,37,2,House Government Bill,True,False,6,House,2003-09-18,2003-11-07,50 days
37-1/C-50,C-50,An Act to amend certain Acts as a result of the accession of the People's Republic of China to the Agreement Establishing the World Trade Organization,Royal assent,37,1,House Government Bill,True,False,6,House,2002-02-05,2002-06-13,128 days
36-1/C-50,C-50,"Federal Law-Civil Law Harmonization Act, No. 1",First reading in the House of Commons,36,1,House Government Bill,False,False,1,House,1998-06-11,1998-06-11,0 days
35-2/C-50,C-50,An Act respecting an accord between the Governments of Canada and the Yukon Territory relating to the administration and control of and legislative jurisdiction in respect of oil and gas,First reading in the House of Commons,35,2,House Government Bill,False,False,1,House,1996-06-13,1996-06-13,0 days
35-1/C-50,C-50,An Act to amend the Canadian Wheat Board Act,Royal assent,35,1,House Government Bill,True,False,6,House,1994-09-18,1994-11-23,66 days
42-1/C-51,C-51,An Act to amend the Criminal Code and the Department of Justice Act and to make consequential amendments to another Act,Royal assent,42,1,House Government Bill,True,False,6,House,2017-06-06,2018-12-12,554 days
41-2/C-51,C-51,"Anti-terrorism Act, 2015",Royal assent,41,2,House Government Bill,True,False,6,House,2015-01-30,2015-06-17,138 days
41-1/C-51,C-51,Safer Witnesses Act,Royal assent,41,1,House Government Bill,True,False,6,House,2012-12-11,2013-06-25,196 days
40-3/C-51,C-51,Investigative Powers for the 21st Century Act,First reading in the House of Commons,40,3,House Government Bill,False,False,1,House,2010-11-01,2010-11-01,0 days
40-2/C-51,C-51,Economic Recovery Act (stimulus),Royal assent,40,2,House Government Bill,True,False,6,House,2009-09-30,2009-12-15,76 days
39-2/C-51,C-51,An Act to amend the Food and Drugs Act and to make consequential amendments to other Acts,First reading in the House of Commons,39,2,House Government Bill,False,False,1,House,2008-04-08,2008-04-08,0 days
39-1/C-51,C-51,Nunavik Inuit Land Claims Agreement Act,Second reading in the Senate,39,1,House Government Bill,False,False,5,House,2007-03-28,2007-06-20,84 days
38-1/C-51,C-51,"An Act to amend the Judges Act, the Federal Courts Act and other Acts",First reading in the House of Commons,38,1,House Government Bill,False,False,1,House,2005-05-20,2005-05-20,0 days
37-2/C-51,C-51,An Act to amend the Canada Elections Act and the Income Tax Act,First reading in the House of Commons,37,2,House Government Bill,False,False,1,House,2003-10-02,2003-10-02,0 days
37-1/C-51,C-51,"Appropriation Act No. 4, 2001-2002",Royal assent,37,1,House Government Bill,True,False,6,House,2002-03-19,2002-03-27,8 days
36-1/C-51,C-51,"An Act to amend the Criminal Code, the Controlled Drugs and Substances Act and the Corrections and Conditional Release Act",Royal assent,36,1,House Government Bill,True,False,6,House,1998-06-11,1999-03-10,272 days
35-2/C-51,C-51,An Act respecting the water resources of Nunavut,Second reading in the House of Commons,35,2,House Government Bill,False,False,2,House,1996-06-13,1996-10-20,129 days
35-1/C-51,C-51,An Act to amend the Canada Grain Act and respecting certain regulations made pursuant to that Act,Royal assent,35,1,House Government Bill,True,False,6,House,1994-09-21,1994-12-14,84 days
42-1/C-52,C-52,Supporting Vested Rights Under Access to Information Act,First reading in the House of Commons,42,1,House Government Bill,False,False,1,House,2017-06-09,2017-06-09,0 days
41-2/C-52,C-52,Safe and Accountable Rail Act,Royal assent,41,2,House Government Bill,True,False,6,House,2015-02-20,2015-06-18,118 days
41-1/C-52,C-52,Fair Rail Freight Service Act,Royal assent,41,1,House Government Bill,True,False,6,House,2012-12-11,2013-06-25,196 days
40-3/C-52,C-52,Investigating and Preventing Criminal Electronic Communications Act,First reading in the House of Commons,40,3,House Government Bill,False,False,1,House,2010-11-01,2010-11-01,0 days
40-2/C-52,C-52,Retribution on Behalf of Victims of White Collar Crime Act,Second reading in the House of Commons,40,2,House Government Bill,False,False,2,House,2009-10-21,2009-10-26,5 days
39-2/C-52,C-52,Canada Consumer Product Safety Act,Second reading in the House of Commons,39,2,House Government Bill,False,False,2,House,2008-04-08,2008-05-01,23 days
39-1/C-52,C-52,"Budget Implementation Act, 2007",Royal assent,39,1,House Government Bill,True,False,6,House,2007-03-29,2007-06-22,85 days
38-1/C-52,C-52,"An Act to amend the Fisheries Act (terms and conditions of permissions, leases and licences)",First reading in the House of Commons,38,1,House Government Bill,False,False,1,House,2005-05-20,2005-05-20,0 days
37-2/C-52,C-52,An Act to amend the Radiocommunication Act,First reading in the House of Commons,37,2,House Government Bill,False,False,1,House,2003-10-22,2003-10-22,0 days
37-1/C-52,C-52,"Appropriation Act No. 1, 2002-2003",Royal assent,37,1,House Government Bill,True,False,6,House,2002-03-19,2002-03-27,8 days
36-1/C-52,C-52,Comprehensive Nuclear Test-Ban Treaty Implementation Act,Royal assent,36,1,House Government Bill,True,False,6,House,1998-09-22,1998-12-02,71 days
35-2/C-52,C-52,An Act to amend the Royal Canadian Mounted Police Superannuation Act,First reading in the House of Commons,35,2,House Government Bill,False,False,1,House,1996-06-17,1996-06-17,0 days
35-1/C-52,C-52,An Act to establish the Department of Public Works and Government Services and to amend and repeal certain Acts,Second reading in the House of Commons,35,1,House Government Bill,False,False,2,House,1994-09-21,1994-10-25,34 days
42-1/C-53,C-53,"Appropriation Act No. 2, 2017-18",Royal assent,42,1,House Government Bill,True,False,6,House,2017-06-14,2017-06-21,7 days
41-2/C-53,C-53,Life Means Life Act,First reading in the House of Commons,41,2,House Government Bill,False,False,1,House,2015-03-11,2015-03-11,0 days
41-1/C-53,C-53,"Succession to the Throne Act, 2013",Royal assent,41,1,House Government Bill,True,False,6,House,2013-01-31,2013-03-26,54 days
40-3/C-53,C-53,Fair and Efficient Criminal Trials Act,First reading in the House of Commons,40,3,House Government Bill,False,False,1,House,2010-11-02,2010-11-02,0 days
40-2/C-53,C-53,Protecting Canadians by Ending Early Release for Criminals Act,First reading in the House of Commons,40,2,House Government Bill,False,False,1,House,2009-10-26,2009-10-26,0 days
39-2/C-53,C-53,An Act to amend the Criminal Code (auto theft and trafficking in property obtained by crime),First reading in the House of Commons,39,2,House Government Bill,False,False,1,House,2008-04-14,2008-04-14,0 days
39-1/C-53,C-53,Settlement of International Investment Disputes Act,Second reading in the House of Commons,39,1,House Government Bill,False,False,2,House,2007-03-30,2007-05-15,46 days
38-1/C-53,C-53,An Act to Amend the Criminal Code (proceeds of crime) and the Controlled Drugs and Substances Act and to make consequential amendments to another Act,Royal assent,38,1,House Government Bill,True,False,6,House,2005-05-30,2005-11-25,179 days
37-2/C-53,C-53,An Act to change the names of certain electoral districts,Second reading in the Senate,37,2,House Government Bill,False,False,5,House,2003-10-22,2003-10-28,6 days
37-1/C-53,C-53,Pest Control Products Act,First reading in the Senate,37,1,House Government Bill,False,False,4,House,2002-03-21,2002-06-13,84 days
36-1/C-53,C-53,Canada Small Business Financing Act,Royal assent,36,1,House Government Bill,True,False,6,House,1998-09-22,1998-12-09,78 days
35-2/C-53,C-53,An Act to amend the Prisons and Reformatories Act,Royal assent,35,2,House Government Bill,True,False,6,House,1996-06-17,1997-02-18,246 days
35-1/C-53,C-53,An Act to establish the Department of Canadian Heritage and to amend and repeal certain other Acts,Royal assent,35,1,House Government Bill,True,False,6,House,1994-09-22,1995-06-14,265 days
42-1/C-54,C-54,"Appropriation Act No. 3, 2017-18",Royal assent,42,1,House Government Bill,True,False,6,House,2017-06-14,2017-06-21,7 days
41-2/C-54,C-54,"Appropriation Act No. 5, 2014-15",Royal assent,41,2,House Government Bill,True,False,6,House,2015-03-24,2015-03-30,6 days
41-1/C-54,C-54,Not Criminally Responsible Reform Act,First reading in the Senate,41,1,House Government Bill,False,False,4,House,2013-02-08,2013-06-18,130 days
40-3/C-54,C-54,Protecting Children from Sexual Predators Act,Second reading in the Senate,40,3,House Government Bill,False,False,5,House,2010-11-04,2011-03-23,139 days
40-2/C-54,C-54,Protecting Canadians by Ending Sentence Discounts for Multiple Murders Act,First reading in the House of Commons,40,2,House Government Bill,False,False,1,House,2009-10-28,2009-10-28,0 days
39-2/C-54,C-54,Human Pathogens and Toxins Act,First reading in the House of Commons,39,2,House Government Bill,False,False,1,House,2008-04-29,2008-04-29,0 days
39-1/C-54,C-54,An Act to amend the Canada Elections Act (accountability with respect to loans),Second reading in the House of Commons,39,1,House Government Bill,False,False,2,House,2007-05-08,2007-05-28,20 days
38-1/C-54,C-54,First Nations Oil and Gas and Moneys Management Act,Royal assent,38,1,House Government Bill,True,False,6,House,2005-06-01,2005-11-25,177 days
37-2/C-54,C-54,"An Act to amend the Federal-Provincial Fiscal Arrangements Act and the Federal-Provincial Fiscal Arrangements Regulations, 1999",Second reading in the House of Commons,37,2,House Government Bill,False,False,2,House,2003-10-23,2003-11-04,12 days
37-1/C-54,C-54,Physical Activity and Sport Act,Third reading in the House of Commons,37,1,House Government Bill,False,False,3,House,2002-04-10,2002-06-18,69 days
36-1/C-54,C-54,Personal Information Protection and Electronic Documents Act,Second reading in the House of Commons,36,1,House Government Bill,False,False,2,House,1998-09-30,1998-11-02,33 days
